GISJOIN,YEAR,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,RES_TRSTA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,COUNTY,COUNTYA,CTY_SUBA,DIVISIONA,MSA_CMSAA,PLACEA,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,ZIPA,CD103A,ANPSADPI,E3N001,E3N002,E3N003,E3N004,E3N005,E3N006,E3N007,E3N008,E3N009
GIS Join Match Code,Data File Year,Alaska Native Regional Corporation Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,American Indian Reservation [excluding trust lands] Code,American Indian Reservation [trust lands only] Code,Reservation/Trust Lands Code,Block Group Code,Census Tract Code,Congressional District (101st) Code,Consolidated City Code,County Name,County Code,County Subdivision Code,Division Code,Metropolitan Statistical Area/Consolidated Metropolitan Statistical Area Code,Place Code,Primary Metropolitan Statistical Area Code,Region Code,State Name,State Code,Urban/Rural Code,Urban Area Code,5-Digit ZIP Code Code,Congressional District (103rd) Code,Area Name/PSAD Term/Part Indicator,Native (001-099): Born in State of residence,"Native (001-099): Born in other State in the United States (001-059): Northeast (009, 023, 025, 033-034, 036, 042-044, 050)","Native (001-099): Born in other State in the United States (001-059): Midwest (017-020, 026-027, 029, 031, 038-039, 046, 055)","Native (001-099): Born in other State in the United States (001-059): South (001, 005, 010-014, 021-022, 024, 028, 037, 040, 045, 047-048, 051-052, 054)","Native (001-099): Born in other State in the United States (001-059): West (002-004, 006-008, 015-016, 030, 032, 035, 041, 049, 053, 056-059)",Native (001-099): Born outside the United States (060-099): Puerto Rico (072-075),"Native (001-099): Born outside the United States (060-099): U.S. outlying area (060-071, 076-099)",Native (001-099): Born outside the United States (060-099): Born abroad of American parent(s),Foreign born (100-999)
"G2800510","1990",,,,,,,,,,"Holmes","051",,"6","9999",,"9999","3","Mississippi","28",,,,,"Holmes County",19690,24,908,786,83,0,4,40,69
"G2800530","1990",,,,,,,,,,"Humphreys","053",,"6","9999",,"9999","3","Mississippi","28",,,,,"Humphreys County",11332,36,242,446,35,0,1,0,42
"G2800550","1990",,,,,,,,,,"Issaquena","055",,"6","9999",,"9999","3","Mississippi","28",,,,,"Issaquena County",1654,2,60,144,24,0,0,22,3
"G2800570","1990",,,,,,,,,,"Itawamba","057",,"6","9999",,"9999","3","Mississippi","28",,,,,"Itawamba County",15831,116,1038,2852,129,0,2,19,30
"G2800590","1990",,,,,,,,,,"Jackson","059",,"6","6025",,"9999","3","Mississippi","28",,,,,"Jackson County",73925,3809,6493,25092,3091,68,56,1046,1663
"G2800610","1990",,,,,,,,,,"Jasper","061",,"6","9999",,"9999","3","Mississippi","28",,,,,"Jasper County",15381,82,387,1122,76,0,0,54,12
"G2800630","1990",,,,,,,,,,"Jefferson","063",,"6","9999",,"9999","3","Mississippi","28",,,,,"Jefferson County",8081,23,89,355,39,0,0,0,66
"G2800650","1990",,,,,,,,,,"Jefferson Davis","065",,"6","9999",,"9999","3","Mississippi","28",,,,,"Jefferson Davis County",12611,81,264,952,106,0,0,9,28
"G2800670","1990",,,,,,,,,,"Jones","067",,"6","9999",,"9999","3","Mississippi","28",,,,,"Jones County",52331,632,1300,6597,763,0,20,145,243
"G2800690","1990",,,,,,,,,,"Kemper","069",,"6","9999",,"9999","3","Mississippi","28",,,,,"Kemper County",9143,44,350,651,104,0,0,12,52
"G2800710","1990",,,,,,,,,,"Lafayette","071",,"6","9999",,"9999","3","Mississippi","28",,,,,"Lafayette County",20754,657,1997,6656,638,0,0,135,989
"G2800730","1990",,,,,,,,,,"Lamar","073",,"6","9999",,"9999","3","Mississippi","28",,,,,"Lamar County",23308,387,976,4811,551,13,43,142,193
"G2800750","1990",,,,,,,,,,"Lauderdale","075",,"6","9999",,"9999","3","Mississippi","28",,,,,"Lauderdale County",57901,1285,2987,11111,1421,64,47,215,524
"G2800770","1990",,,,,,,,,,"Lawrence","077",,"6","9999",,"9999","3","Mississippi","28",,,,,"Lawrence County",10632,102,283,1279,87,0,0,33,42
"G2800790","1990",,,,,,,,,,"Leake","079",,"6","9999",,"9999","3","Mississippi","28",,,,,"Leake County",16783,87,532,829,162,0,0,19,24
"G2800810","1990",,,,,,,,,,"Lee","081",,"6","9999",,"9999","3","Mississippi","28",,,,,"Lee County",51788,571,3887,8209,699,0,0,167,260
"G2800830","1990",,,,,,,,,,"Leflore","083",,"6","9999",,"9999","3","Mississippi","28",,,,,"Leflore County",33271,106,1250,2340,167,17,0,21,169
"G2800850","1990",,,,,,,,,,"Lincoln","085",,"6","9999",,"9999","3","Mississippi","28",,,,,"Lincoln County",25564,209,930,3113,270,6,14,75,97
"G2800870","1990",,,,,,,,,,"Lowndes","087",,"6","9999",,"9999","3","Mississippi","28",,,,,"Lowndes County",38671,1555,3215,13349,1469,24,18,469,538
"G2800890","1990",,,,,,,,,,"Madison","089",,"6","3560",,"9999","3","Mississippi","28",,,,,"Madison County",43558,778,2457,5844,661,27,0,127,342
"G2800910","1990",,,,,,,,,,"Marion","091",,"6","9999",,"9999","3","Mississippi","28",,,,,"Marion County",21734,215,391,2754,269,22,10,23,126
"G2800930","1990",,,,,,,,,,"Marshall","093",,"6","9999",,"9999","3","Mississippi","28",,,,,"Marshall County",18612,254,1113,9920,265,0,8,66,123
"G2800950","1990",,,,,,,,,,"Monroe","095",,"6","9999",,"9999","3","Mississippi","28",,,,,"Monroe County",30666,163,1464,3822,250,6,5,76,130
"G2800970","1990",,,,,,,,,,"Montgomery","097",,"6","9999",,"9999","3","Mississippi","28",,,,,"Montgomery County",11100,11,442,757,45,0,0,22,11
"G2800990","1990",,,,,,,,,,"Neshoba","099",,"6","9999",,"9999","3","Mississippi","28",,,,,"Neshoba County",22327,111,518,1594,146,0,0,68,36
"G2801010","1990",,,,,,,,,,"Newton","101",,"6","9999",,"9999","3","Mississippi","28",,,,,"Newton County",17586,142,615,1614,238,0,0,67,29
"G2801030","1990",,,,,,,,,,"Noxubee","103",,"6","9999",,"9999","3","Mississippi","28",,,,,"Noxubee County",11115,80,589,729,59,5,2,15,10
"G2801050","1990",,,,,,,,,,"Oktibbeha","105",,"6","9999",,"9999","3","Mississippi","28",,,,,"Oktibbeha County",27934,680,1803,6039,602,0,9,153,1155
"G2801070","1990",,,,,,,,,,"Panola","107",,"6","9999",,"9999","3","Mississippi","28",,,,,"Panola County",24980,139,781,3780,192,0,0,72,52
"G2801090","1990",,,,,,,,,,"Pearl River","109",,"6","9999",,"9999","3","Mississippi","28",,,,,"Pearl River County",23274,774,1472,12099,685,9,5,113,283
"G2801110","1990",,,,,,,,,,"Perry","111",,"6","9999",,"9999","3","Mississippi","28",,,,,"Perry County",9131,110,228,1267,92,0,0,12,25
"G2801130","1990",,,,,,,,,,"Pike","113",,"6","9999",,"9999","3","Mississippi","28",,,,,"Pike County",29570,243,786,5559,465,0,0,130,129
"G2801150","1990",,,,,,,,,,"Pontotoc","115",,"6","9999",,"9999","3","Mississippi","28",,,,,"Pontotoc County",18812,135,701,2310,124,5,0,95,55
"G2801170","1990",,,,,,,,,,"Prentiss","117",,"6","9999",,"9999","3","Mississippi","28",,,,,"Prentiss County",19339,150,1093,2404,170,0,0,67,55
"G2801190","1990",,,,,,,,,,"Quitman","119",,"6","9999",,"9999","3","Mississippi","28",,,,,"Quitman County",9232,16,252,888,46,0,0,22,34
"G2801210","1990",,,,,,,,,,"Rankin","121",,"6","3560",,"9999","3","Mississippi","28",,,,,"Rankin County",65561,1093,4460,13384,1627,51,8,399,578
"G2801230","1990",,,,,,,,,,"Scott","123",,"6","9999",,"9999","3","Mississippi","28",,,,,"Scott County",21506,135,705,1465,199,0,0,30,97
"G2801250","1990",,,,,,,,,,"Sharkey","125",,"6","9999",,"9999","3","Mississippi","28",,,,,"Sharkey County",6443,11,162,403,36,0,0,5,6
"G2801270","1990",,,,,,,,,,"Simpson","127",,"6","9999",,"9999","3","Mississippi","28",,,,,"Simpson County",21296,199,581,1599,225,6,0,12,35
"G2801290","1990",,,,,,,,,,"Smith","129",,"6","9999",,"9999","3","Mississippi","28",,,,,"Smith County",13433,60,241,883,91,8,0,54,28
"G2801310","1990",,,,,,,,,,"Stone","131",,"6","9999",,"9999","3","Mississippi","28",,,,,"Stone County",8532,111,436,1280,263,0,0,34,94
"G2801330","1990",,,,,,,,,,"Sunflower","133",,"6","9999",,"9999","3","Mississippi","28",,,,,"Sunflower County",29833,152,783,1783,212,0,2,23,79
"G2801350","1990",,,,,,,,,,"Tallahatchie","135",,"6","9999",,"9999","3","Mississippi","28",,,,,"Tallahatchie County",14026,46,348,656,87,0,3,15,29
"G2801370","1990",,,,,,,,,,"Tate","137",,"6","9999",,"9999","3","Mississippi","28",,,,,"Tate County",13127,224,736,7051,200,0,0,52,42
"G2801390","1990",,,,,,,,,,"Tippah","139",,"6","9999",,"9999","3","Mississippi","28",,,,,"Tippah County",16225,119,593,2381,156,0,0,19,30
"G2801410","1990",,,,,,,,,,"Tishomingo","141",,"6","9999",,"9999","3","Mississippi","28",,,,,"Tishomingo County",11873,177,1112,4357,75,0,0,34,55
"G2801430","1990",,,,,,,,,,"Tunica","143",,"6","9999",,"9999","3","Mississippi","28",,,,,"Tunica County",6547,28,328,1219,40,0,0,0,2
"G2801450","1990",,,,,,,,,,"Union","145",,"6","9999",,"9999","3","Mississippi","28",,,,,"Union County",18833,114,830,2057,162,0,11,33,45
"G2801470","1990",,,,,,,,,,"Walthall","147",,"6","9999",,"9999","3","Mississippi","28",,,,,"Walthall County",11241,75,189,2684,77,0,6,26,54
"G2801490","1990",,,,,,,,,,"Warren","149",,"6","9999",,"9999","3","Mississippi","28",,,,,"Warren County",37663,773,1529,6822,569,0,0,123,401
"G2801510","1990",,,,,,,,,,"Washington","151",,"6","9999",,"9999","3","Mississippi","28",,,,,"Washington County",57866,444,2187,5892,1075,0,17,94,360
"G2801530","1990",,,,,,,,,,"Wayne","153",,"6","9999",,"9999","3","Mississippi","28",,,,,"Wayne County",16629,110,466,2126,85,0,0,18,83
"G2801550","1990",,,,,,,,,,"Webster","155",,"6","9999",,"9999","3","Mississippi","28",,,,,"Webster County",9043,25,237,818,42,0,0,27,30
"G2801570","1990",,,,,,,,,,"Wilkinson","157",,"6","9999",,"9999","3","Mississippi","28",,,,,"Wilkinson County",8156,17,112,1328,48,0,0,9,8
"G2801590","1990",,,,,,,,,,"Winston","159",,"6","9999",,"9999","3","Mississippi","28",,,,,"Winston County",17510,157,602,941,127,0,0,11,85
"G2801610","1990",,,,,,,,,,"Yalobusha","161",,"6","9999",,"9999","3","Mississippi","28",,,,,"Yalobusha County",10420,44,314,1118,85,0,0,29,23
"G2801630","1990",,,,,,,,,,"Yazoo","163",,"6","9999",,"9999","3","Mississippi","28",,,,,"Yazoo County",23039,56,735,1444,139,8,0,38,47
"G2900010","1990",,,,,,,,,,"Adair","001",,"4","9999",,"9999","2","Missouri","29",,,,,"Adair County",16616,534,4880,1158,850,7,9,142,381
"G2900030","1990",,,,,,,,,,"Andrew","003",,"4","9999",,"9999","2","Missouri","29",,,,,"Andrew County",11607,169,1804,590,412,0,0,38,12
"G2900050","1990",,,,,,,,,,"Atchison","005",,"4","9999",,"9999","2","Missouri","29",,,,,"Atchison County",4652,107,1970,417,281,0,0,7,23
"G2900070","1990",,,,,,,,,,"Audrain","007",,"4","9999",,"9999","2","Missouri","29",,,,,"Audrain County",19576,159,2251,938,462,0,0,71,142
"G2900090","1990",,,,,,,,,,"Barry","009",,"4","9999",,"9999","2","Missouri","29",,,,,"Barry County",15963,364,4381,4863,1812,0,8,20,136
"G2900110","1990",,,,,,,,,,"Barton","011",,"4","9999",,"9999","2","Missouri","29",,,,,"Barton County",7815,126,1913,922,485,0,2,21,28
"G2900130","1990",,,,,,,,,,"Bates","013",,"4","9999",,"9999","2","Missouri","29",,,,,"Bates County",11273,110,2248,869,451,0,0,48,26
"G2900150","1990",,,,,,,,,,"Benton","015",,"4","9999",,"9999","2","Missouri","29",,,,,"Benton County",9438,171,2434,1038,697,0,0,43,38
"G2900170","1990",,,,,,,,,,"Bollinger","017",,"4","9999",,"9999","2","Missouri","29",,,,,"Bollinger County",8731,54,730,830,206,0,0,40,28
"G2900190","1990",,,,,,,,,,"Boone","019",,"4","1740",,"9999","2","Missouri","29",,,,,"Boone County",72588,3174,17984,8527,4570,39,43,829,4625
"G2900210","1990",,,,,,,,,,"Buchanan","021",,"4","7000",,"9999","2","Missouri","29",,,,,"Buchanan County",64462,897,11243,3320,2270,0,13,242,636
"G2900230","1990",,,,,,,,,,"Butler","023",,"4","9999",,"9999","2","Missouri","29",,,,,"Butler County",28016,316,3122,5930,1040,4,0,72,265
"G2900250","1990",,,,,,,,,,"Caldwell","025",,"4","9999",,"9999","2","Missouri","29",,,,,"Caldwell County",6736,71,990,303,241,0,0,24,15
"G2900270","1990",,,,,,,,,,"Callaway","027",,"4","9999",,"9999","2","Missouri","29",,,,,"Callaway County",24890,637,3587,2092,1168,11,0,151,273
"G2900290","1990",,,,,,,,,,"Camden","029",,"4","9999",,"9999","2","Missouri","29",,,,,"Camden County",15913,469,7039,2179,1443,23,5,103,321
"G2900310","1990",,,,,,,,,,"Cape Girardeau","031",,"4","9999",,"9999","2","Missouri","29",,,,,"Cape Girardeau County",47320,668,6690,4721,1306,0,13,243,672
"G2900330","1990",,,,,,,,,,"Carroll","033",,"4","9999",,"9999","2","Missouri","29",,,,,"Carroll County",9006,97,925,369,287,0,2,25,37
"G2900350","1990",,,,,,,,,,"Carter","035",,"4","9999",,"9999","2","Missouri","29",,,,,"Carter County",4140,66,593,469,220,0,0,15,12
"G2900370","1990",,,,,,,,,,"Cass","037",,"4","3760",,"9999","2","Missouri","29",,,,,"Cass County",42051,1340,11021,5578,2692,37,24,404,661
"G2900390","1990",,,,,,,,,,"Cedar","039",,"4","9999",,"9999","2","Missouri","29",,,,,"Cedar County",8568,141,1807,791,694,0,0,47,45
"G2900410","1990",,,,,,,,,,"Chariton","041",,"4","9999",,"9999","2","Missouri","29",,,,,"Chariton County",8004,46,745,217,158,0,0,7,25
"G2900430","1990",,,,,,,,,,"Christian","043",,"4","7920",,"9999","2","Missouri","29",,,,,"Christian County",22256,389,4154,3376,2168,13,10,85,193
"G2900450","1990",,,,,,,,,,"Clark","045",,"4","9999",,"9999","2","Missouri","29",,,,,"Clark County",3005,69,4145,153,139,0,0,12,24
"G2900470","1990",,,,,,,,,,"Clay","047",,"4","3760",,"9999","2","Missouri","29",,,,,"Clay County",96241,3952,31034,12010,6566,85,9,791,2723
"G2900490","1990",,,,,,,,,,"Clinton","049",,"4","9999",,"9999","2","Missouri","29",,,,,"Clinton County",12124,227,2246,1142,678,0,2,86,90
"G2900510","1990",,,,,,,,,,"Cole","051",,"4","9999",,"9999","2","Missouri","29",,,,,"Cole County",49854,850,6476,3863,1577,10,7,276,666
"G2900530","1990",,,,,,,,,,"Cooper","053",,"4","9999",,"9999","2","Missouri","29",,,,,"Cooper County",11949,216,1364,713,455,0,0,42,96
"G2900550","1990",,,,,,,,,,"Crawford","055",,"4","9999",,"9999","2","Missouri","29",,,,,"Crawford County",15733,131,1404,1256,467,0,6,89,87
"G2900570","1990",,,,,,,,,,"Dade","057",,"4","9999",,"9999","2","Missouri","29",,,,,"Dade County",5626,37,746,546,396,0,0,45,53
"G2900590","1990",,,,,,,,,,"Dallas","059",,"4","9999",,"9999","2","Missouri","29",,,,,"Dallas County",8220,309,2150,1099,730,5,0,41,92
"G2900610","1990",,,,,,,,,,"Daviess","061",,"4","9999",,"9999","2","Missouri","29",,,,,"Daviess County",6326,22,953,300,217,0,0,23,24
"G2900630","1990",,,,,,,,,,"DeKalb","063",,"4","9999",,"9999","2","Missouri","29",,,,,"DeKalb County",7637,63,1026,677,460,0,14,27,63
"G2900650","1990",,,,,,,,,,"Dent","065",,"4","9999",,"9999","2","Missouri","29",,,,,"Dent County",10413,191,1338,870,737,0,0,54,99
"G2900670","1990",,,,,,,,,,"Douglas","067",,"4","9999",,"9999","2","Missouri","29",,,,,"Douglas County",7424,243,1847,1085,1194,0,0,35,48
"G2900690","1990",,,,,,,,,,"Dunklin","069",,"4","9999",,"9999","2","Missouri","29",,,,,"Dunklin County",21913,191,1962,8334,507,5,0,110,90
"G2900710","1990",,,,,,,,,,"Franklin","071",,"4","7040",,"9999","2","Missouri","29",,,,,"Franklin County",66223,939,6487,4583,1473,0,9,259,630
"G2900730","1990",,,,,,,,,,"Gasconade","073",,"4","9999",,"9999","2","Missouri","29",,,,,"Gasconade County",11934,87,993,606,229,3,12,39,103
"G2900750","1990",,,,,,,,,,"Gentry","075",,"4","9999",,"9999","2","Missouri","29",,,,,"Gentry County",5798,36,633,161,196,0,0,3,21
"G2900770","1990",,,,,,,,,,"Greene","077",,"4","7920",,"9999","2","Missouri","29",,,,,"Greene County",136181,4205,29791,22712,10952,61,47,1412,2588
"G2900790","1990",,,,,,,,,,"Grundy","079",,"4","9999",,"9999","2","Missouri","29",,,,,"Grundy County",8286,103,1399,403,278,0,0,25,42
"G2900810","1990",,,,,,,,,,"Harrison","081",,"4","9999",,"9999","2","Missouri","29",,,,,"Harrison County",6284,46,1661,223,205,9,0,22,19
"G2900830","1990",,,,,,,,,,"Henry","083",,"4","9999",,"9999","2","Missouri","29",,,,,"Henry County",15673,121,2193,1147,755,11,5,63,76
"G2900850","1990",,,,,,,,,,"Hickory","085",,"4","9999",,"9999","2","Missouri","29",,,,,"Hickory County",4900,114,1399,539,318,0,0,31,34
"G2900870","1990",,,,,,,,,,"Holt","087",,"4","9999",,"9999","2","Missouri","29",,,,,"Holt County",4904,44,790,161,105,0,0,13,17
"G2900890","1990",,,,,,,,,,"Howard","089",,"4","9999",,"9999","2","Missouri","29",,,,,"Howard County",7921,61,894,403,247,0,17,45,43
"G2900910","1990",,,,,,,,,,"Howell","091",,"4","9999",,"9999","2","Missouri","29",,,,,"Howell County",20110,583,3832,4682,1893,13,23,134,177
"G2900930","1990",,,,,,,,,,"Iron","093",,"4","9999",,"9999","2","Missouri","29",,,,,"Iron County",8904,64,707,679,301,1,0,22,48
"G2900950","1990",,,,,,,,,,"Jackson","095",,"4","3760",,"9999","2","Missouri","29",,,,,"Jackson County",398568,12442,111307,70957,22230,219,277,2901,14331
"G2900970","1990",,,,,,,,,,"Jasper","097",,"4","3710",,"9999","2","Missouri","29",,,,,"Jasper County",58667,1430,13399,11007,4561,34,15,429,923
"G2900990","1990",,,,,,,,,,"Jefferson","099",,"4","7040",,"9999","2","Missouri","29",,,,,"Jefferson County",138141,1764,14069,11735,3491,12,36,752,1380
"G2901010","1990",,,,,,,,,,"Johnson","101",,"4","9999",,"9999","2","Missouri","29",,,,,"Johnson County",25357,1377,6895,4890,2350,40,27,700,878
"G2901030","1990",,,,,,,,,,"Knox","103",,"4","9999",,"9999","2","Missouri","29",,,,,"Knox County",3401,72,813,95,65,0,0,14,22
"G2901050","1990",,,,,,,,,,"Laclede","105",,"4","9999",,"9999","2","Missouri","29",,,,,"Laclede County",19226,371,3943,1894,1374,12,7,136,195
"G2901070","1990",,,,,,,,,,"Lafayette","107",,"4","3760",,"9999","2","Missouri","29",,,,,"Lafayette County",25098,274,3058,1431,930,0,0,89,227
"G2901090","1990",,,,,,,,,,"Lawrence","109",,"4","9999",,"9999","2","Missouri","29",,,,,"Lawrence County",20928,444,3559,3029,2045,10,0,102,119
"G2901110","1990",,,,,,,,,,"Lewis","111",,"4","9999",,"9999","2","Missouri","29",,,,,"Lewis County",4664,77,4963,323,131,0,0,37,38
"G2901130","1990",,,,,,,,,,"Lincoln","113",,"4","9999",,"9999","2","Missouri","29",,,,,"Lincoln County",23062,347,2854,1658,731,0,1,76,163
"G2901150","1990",,,,,,,,,,"Linn","115",,"4","9999",,"9999","2","Missouri","29",,,,,"Linn County",11408,107,1656,331,293,0,0,34,56
"G2901170","1990",,,,,,,,,,"Livingston","117",,"4","9999",,"9999","2","Missouri","29",,,,,"Livingston County",11899,69,1555,632,326,0,0,33,78
"G2901190","1990",,,,,,,,,,"McDonald","119",,"4","9999",,"9999","2","Missouri","29",,,,,"McDonald County",6991,203,2429,5662,1496,2,3,57,95
"G2901210","1990",,,,,,,,,,"Macon","121",,"4","9999",,"9999","2","Missouri","29",,,,,"Macon County",12380,110,2053,373,390,2,0,14,23
"G2901230","1990",,,,,,,,,,"Madison","123",,"4","9999",,"9999","2","Missouri","29",,,,,"Madison County",9361,48,776,687,183,0,0,26,46
"G2901250","1990",,,,,,,,,,"Maries","125",,"4","9999",,"9999","2","Missouri","29",,,,,"Maries County",6472,95,744,403,204,0,0,9,49
"G2901270","1990",,,,,,,,,,"Marion","127",,"4","9999",,"9999","2","Missouri","29",,,,,"Marion County",19934,261,5618,959,585,0,0,124,201
"G2901290","1990",,,,,,,,,,"Mercer","129",,"4","9999",,"9999","2","Missouri","29",,,,,"Mercer County",2687,9,761,75,176,0,0,8,7
"G2901310","1990",,,,,,,,,,"Miller","131",,"4","9999",,"9999","2","Missouri","29",,,,,"Miller County",15929,191,2637,927,824,2,0,84,106
"G2901330","1990",,,,,,,,,,"Mississippi","133",,"4","9999",,"9999","2","Missouri","29",,,,,"Mississippi County",10598,56,1190,2400,150,0,5,11,32
"G2901350","1990",,,,,,,,,,"Moniteau","135",,"4","9999",,"9999","2","Missouri","29",,,,,"Moniteau County",10139,301,977,489,324,0,9,29,30
"G2901370","1990",,,,,,,,,,"Monroe","137",,"4","9999",,"9999","2","Missouri","29",,,,,"Monroe County",7318,67,1201,353,138,4,0,9,14
"G2901390","1990",,,,,,,,,,"Montgomery","139",,"4","9999",,"9999","2","Missouri","29",,,,,"Montgomery County",9611,65,773,552,274,0,0,37,43
"G2901410","1990",,,,,,,,,,"Morgan","141",,"4","9999",,"9999","2","Missouri","29",,,,,"Morgan County",10538,690,2838,736,605,0,0,70,97
"G2901430","1990",,,,,,,,,,"New Madrid","143",,"4","9999",,"9999","2","Missouri","29",,,,,"New Madrid County",15243,84,1060,4161,287,0,0,50,43
"G2901450","1990",,,,,,,,,,"Newton","145",,"4","3710",,"9999","2","Missouri","29",,,,,"Newton County",27540,624,5767,7194,2674,20,20,295,311
"G2901470","1990",,,,,,,,,,"Nodaway","147",,"4","9999",,"9999","2","Missouri","29",,,,,"Nodaway County",15088,227,5061,528,512,17,7,54,215
"G2901490","1990",,,,,,,,,,"Oregon","149",,"4","9999",,"9999","2","Missouri","29",,,,,"Oregon County",5416,134,1059,2386,443,0,0,10,22
"G2901510","1990",,,,,,,,,,"Osage","151",,"4","9999",,"9999","2","Missouri","29",,,,,"Osage County",11020,90,428,327,89,0,0,28,36
"G2901530","1990",,,,,,,,,,"Ozark","153",,"4","9999",,"9999","2","Missouri","29",,,,,"Ozark County",4300,141,1486,2009,617,0,2,0,43
"G2901550","1990",,,,,,,,,,"Pemiscot","155",,"4","9999",,"9999","2","Missouri","29",,,,,"Pemiscot County",13478,88,1076,6946,187,0,8,74,64
"G2901570","1990",,,,,,,,,,"Perry","157",,"4","9999",,"9999","2","Missouri","29",,,,,"Perry County",14469,80,1150,596,199,0,3,35,116
"G2901590","1990",,,,,,,,,,"Pettis","159",,"4","9999",,"9999","2","Missouri","29",,,,,"Pettis County",26887,454,4224,2207,1191,0,6,203,265
"G2901610","1990",,,,,,,,,,"Phelps","161",,"4","9999",,"9999","2","Missouri","29",,,,,"Phelps County",23888,611,4754,3268,1338,7,19,282,1081
"G2901630","1990",,,,,,,,,,"Pike","163",,"4","9999",,"9999","2","Missouri","29",,,,,"Pike County",12784,121,2035,639,263,0,0,45,82
"G2901650","1990",,,,,,,,,,"Platte","165",,"4","3760",,"9999","2","Missouri","29",,,,,"Platte County",30693,1737,15657,5234,2717,40,9,369,1411
"G2901670","1990",,,,,,,,,,"Polk","167",,"4","9999",,"9999","2","Missouri","29",,,,,"Polk County",14546,380,3052,2110,1506,0,11,87,134
"G2901690","1990",,,,,,,,,,"Pulaski","169",,"4","9999",,"9999","2","Missouri","29",,,,,"Pulaski County",14086,2833,6705,9950,3443,268,88,1995,1939
"G2901710","1990",,,,,,,,,,"Putnam","171",,"4","9999",,"9999","2","Missouri","29",,,,,"Putnam County",3540,17,1304,108,96,0,0,4,10
"G2901730","1990",,,,,,,,,,"Ralls","173",,"4","9999",,"9999","2","Missouri","29",,,,,"Ralls County",7333,58,839,133,104,0,0,5,4
"G2901750","1990",,,,,,,,,,"Randolph","175",,"4","9999",,"9999","2","Missouri","29",,,,,"Randolph County",18442,229,3296,1551,601,11,0,88,152
"G2901770","1990",,,,,,,,,,"Ray","177",,"4","3760",,"9999","2","Missouri","29",,,,,"Ray County",17369,255,2391,1245,550,0,0,78,83
"G2901790","1990",,,,,,,,,,"Reynolds","179",,"4","9999",,"9999","2","Missouri","29",,,,,"Reynolds County",5516,18,435,450,226,0,0,16,0
"G2901810","1990",,,,,,,,,,"Ripley","181",,"4","9999",,"9999","2","Missouri","29",,,,,"Ripley County",7763,155,1733,2118,433,0,0,39,62
"G2901830","1990",,,,,,,,,,"St Charles","183",,"4","7040",,"9999","2","Missouri","29",,,,,"St. Charles County",144192,6928,32755,17692,7553,51,55,1147,2534
"G2901850","1990",,,,,,,,,,"St Clair","185",,"4","9999",,"9999","2","Missouri","29",,,,,"St. Clair County",6343,116,993,546,374,0,3,38,44
"G2901860","1990",,,,,,,,,,"Ste Genevieve","186",,"4","9999",,"9999","2","Missouri","29",,,,,"Ste. Genevieve County",14044,102,986,635,212,0,0,14,44
"G2901870","1990",,,,,,,,,,"St Francois","187",,"4","9999",,"9999","2","Missouri","29",,,,,"St. Francois County",41374,420,2946,2821,933,2,0,195,213
"G2901890","1990",,,,,,,,,,"St Louis","189",,"4","7040",,"9999","2","Missouri","29",,,,,"St. Louis County",691423,32217,124817,91368,20870,542,117,4713,27462
"G2901950","1990",,,,,,,,,,"Saline","195",,"4","9999",,"9999","2","Missouri","29",,,,,"Saline County",19216,196,2235,1185,527,6,2,90,66
"G2901970","1990",,,,,,,,,,"Schuyler","197",,"4","9999",,"9999","2","Missouri","29",,,,,"Schuyler County",3065,38,912,134,76,0,0,7,4
"G2901990","1990",,,,,,,,,,"Scotland","199",,"4","9999",,"9999","2","Missouri","29",,,,,"Scotland County",3110,204,1266,147,87,0,0,1,7
"G2902010","1990",,,,,,,,,,"Scott","201",,"4","9999",,"9999","2","Missouri","29",,,,,"Scott County",29976,197,2917,5352,681,22,0,136,95
"G2902030","1990",,,,,,,,,,"Shannon","203",,"4","9999",,"9999","2","Missouri","29",,,,,"Shannon County",5979,91,628,516,356,0,0,9,34
"G2902050","1990",,,,,,,,,,"Shelby","205",,"4","9999",,"9999","2","Missouri","29",,,,,"Shelby County",5644,34,921,180,138,0,2,8,15
"G2902070","1990",,,,,,,,,,"Stoddard","207",,"4","9999",,"9999","2","Missouri","29",,,,,"Stoddard County",21872,138,2330,3670,759,2,0,56,68
