GISJOIN,YEAR,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,RES_TRSTA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,COUNTY,COUNTYA,CTY_SUBA,DIVISIONA,MSA_CMSAA,PLACEA,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,ZIPA,CD103A,ANPSADPI,E3N001,E3N002,E3N003,E3N004,E3N005,E3N006,E3N007,E3N008,E3N009
GIS Join Match Code,Data File Year,Alaska Native Regional Corporation Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,American Indian Reservation [excluding trust lands] Code,American Indian Reservation [trust lands only] Code,Reservation/Trust Lands Code,Block Group Code,Census Tract Code,Congressional District (101st) Code,Consolidated City Code,County Name,County Code,County Subdivision Code,Division Code,Metropolitan Statistical Area/Consolidated Metropolitan Statistical Area Code,Place Code,Primary Metropolitan Statistical Area Code,Region Code,State Name,State Code,Urban/Rural Code,Urban Area Code,5-Digit ZIP Code Code,Congressional District (103rd) Code,Area Name/PSAD Term/Part Indicator,Native (001-099): Born in State of residence,"Native (001-099): Born in other State in the United States (001-059): Northeast (009, 023, 025, 033-034, 036, 042-044, 050)","Native (001-099): Born in other State in the United States (001-059): Midwest (017-020, 026-027, 029, 031, 038-039, 046, 055)","Native (001-099): Born in other State in the United States (001-059): South (001, 005, 010-014, 021-022, 024, 028, 037, 040, 045, 047-048, 051-052, 054)","Native (001-099): Born in other State in the United States (001-059): West (002-004, 006-008, 015-016, 030, 032, 035, 041, 049, 053, 056-059)",Native (001-099): Born outside the United States (060-099): Puerto Rico (072-075),"Native (001-099): Born outside the United States (060-099): U.S. outlying area (060-071, 076-099)",Native (001-099): Born outside the United States (060-099): Born abroad of American parent(s),Foreign born (100-999)
"G2600650","1990",,,,,,,,,,"Ingham","065",,"3","4040",,"9999","2","Michigan","26",,,,,"Ingham County",205115,9884,25559,21678,5626,185,25,1561,12279
"G2600670","1990",,,,,,,,,,"Ionia","067",,"3","9999",,"9999","2","Michigan","26",,,,,"Ionia County",50559,573,2458,1930,832,10,0,153,509
"G2600690","1990",,,,,,,,,,"Iosco","069",,"3","9999",,"9999","2","Michigan","26",,,,,"Iosco County",20881,1420,3048,2391,1152,12,17,570,718
"G2600710","1990",,,,,,,,,,"Iron","071",,"3","9999",,"9999","2","Michigan","26",,,,,"Iron County",9694,176,2479,230,205,0,0,39,352
"G2600730","1990",,,,,,,,,,"Isabella","073",,"3","9999",,"9999","2","Michigan","26",,,,,"Isabella County",45584,1089,3754,1915,1012,17,13,343,897
"G2600750","1990",,,,,,,,,,"Jackson","075",,"3","3520",,"9999","2","Michigan","26",,,,,"Jackson County",118470,2953,12922,11049,1760,52,35,465,2050
"G2600770","1990",,,,,,,,,,"Kalamazoo","077",,"3","3720",,"9999","2","Michigan","26",,,,,"Kalamazoo County",162216,6658,27406,14127,4009,96,46,1299,7554
"G2600790","1990",,,,,,,,,,"Kalkaska","079",,"3","9999",,"9999","2","Michigan","26",,,,,"Kalkaska County",11253,191,1015,624,232,4,4,37,137
"G2600810","1990",,,,,,,,,,"Kent","081",,"3","3000",,"9999","2","Michigan","26",,,,,"Kent County",394910,12272,40794,24428,8434,1103,86,2806,15798
"G2600830","1990",,,,,,,,,,"Keweenaw","083",,"3","9999",,"9999","2","Michigan","26",,,,,"Keweenaw County",1505,7,100,21,23,0,4,7,34
"G2600850","1990",,,,,,,,,,"Lake","085",,"3","9999",,"9999","2","Michigan","26",,,,,"Lake County",6197,185,1013,847,197,3,0,9,132
"G2600870","1990",,,,,,,,,,"Lapeer","087",,"3","2162",,"2160","2","Michigan","26",,,,,"Lapeer County",65134,1173,3039,3021,832,43,21,261,1244
"G2600890","1990",,,,,,,,,,"Leelanau","089",,"3","9999",,"9999","2","Michigan","26",,,,,"Leelanau County",13218,447,1598,525,346,7,25,116,245
"G2600910","1990",,,,,,,,,,"Lenawee","091",,"3","9999",,"9999","2","Michigan","26",,,,,"Lenawee County",67368,1864,12650,6567,1092,117,5,330,1483
"G2600930","1990",,,,,,,,,,"Livingston","093",,"3","2162",,"2160","2","Michigan","26",,,,,"Livingston County",92455,3751,9105,5358,1731,0,6,502,2737
"G2600950","1990",,,,,,,,,,"Luce","095",,"3","9999",,"9999","2","Michigan","26",,,,,"Luce County",5012,51,343,146,74,0,0,51,86
"G2600970","1990",,,,,,,,,,"Mackinac","097",,"3","9999",,"9999","2","Michigan","26",,,,,"Mackinac County",8969,171,915,250,184,0,0,65,120
"G2600990","1990",,,,,,,,,,"Macomb","099",,"3","2162",,"2160","2","Michigan","26",,,,,"Macomb County",564287,24171,32520,35586,7775,157,69,3726,49109
"G2601010","1990",,,,,,,,,,"Manistee","101",,"3","9999",,"9999","2","Michigan","26",,,,,"Manistee County",17991,335,1663,703,251,9,2,98,213
"G2601030","1990",,,,,,,,,,"Marquette","103",,"3","9999",,"9999","2","Michigan","26",,,,,"Marquette County",52668,2057,8534,3225,2344,28,39,818,1174
"G2601050","1990",,,,,,,,,,"Mason","105",,"3","9999",,"9999","2","Michigan","26",,,,,"Mason County",21162,435,2417,846,347,0,0,50,280
"G2601070","1990",,,,,,,,,,"Mecosta","107",,"3","9999",,"9999","2","Michigan","26",,,,,"Mecosta County",31022,724,2792,1200,660,15,0,185,710
"G2601090","1990",,,,,,,,,,"Menominee","109",,"3","9999",,"9999","2","Michigan","26",,,,,"Menominee County",14089,310,9473,427,297,2,0,66,256
"G2601110","1990",,,,,,,,,,"Midland","111",,"3","6960",,"9999","2","Michigan","26",,,,,"Midland County",58266,2846,6802,3692,1754,25,0,311,1955
"G2601130","1990",,,,,,,,,,"Missaukee","113",,"3","9999",,"9999","2","Michigan","26",,,,,"Missaukee County",10751,140,620,307,164,0,7,40,118
"G2601150","1990",,,,,,,,,,"Monroe","115",,"3","2162",,"2160","2","Michigan","26",,,,,"Monroe County",78311,2982,38180,10409,1359,69,0,359,1931
"G2601170","1990",,,,,,,,,,"Montcalm","117",,"3","9999",,"9999","2","Michigan","26",,,,,"Montcalm County",46765,614,2624,1731,691,2,31,163,438
"G2601190","1990",,,,,,,,,,"Montmorency","119",,"3","9999",,"9999","2","Michigan","26",,,,,"Montmorency County",7313,242,682,389,122,0,0,30,158
"G2601210","1990",,,,,,,,,,"Muskegon","121",,"3","5320",,"9999","2","Michigan","26",,,,,"Muskegon County",129211,2510,11163,11028,2204,64,43,770,1990
"G2601230","1990",,,,,,,,,,"Newaygo","123",,"3","9999",,"9999","2","Michigan","26",,,,,"Newaygo County",31979,486,2998,1454,594,2,8,179,502
"G2601250","1990",,,,,,,,,,"Oakland","125",,"3","2162",,"2160","2","Michigan","26",,,,,"Oakland County",764663,53901,87792,76789,16279,1294,175,6542,76157
"G2601270","1990",,,,,,,,,,"Oceana","127",,"3","9999",,"9999","2","Michigan","26",,,,,"Oceana County",18259,267,1889,1171,319,0,0,158,391
"G2601290","1990",,,,,,,,,,"Ogemaw","129",,"3","9999",,"9999","2","Michigan","26",,,,,"Ogemaw County",16135,337,944,687,253,3,0,75,247
"G2601310","1990",,,,,,,,,,"Ontonagon","131",,"3","9999",,"9999","2","Michigan","26",,,,,"Ontonagon County",7059,84,1275,172,146,0,0,15,103
"G2601330","1990",,,,,,,,,,"Osceola","133",,"3","9999",,"9999","2","Michigan","26",,,,,"Osceola County",17379,244,1268,742,263,7,0,77,166
"G2601350","1990",,,,,,,,,,"Oscoda","135",,"3","9999",,"9999","2","Michigan","26",,,,,"Oscoda County",6298,154,775,381,97,0,0,35,102
"G2601370","1990",,,,,,,,,,"Otsego","137",,"3","9999",,"9999","2","Michigan","26",,,,,"Otsego County",14956,422,1264,578,313,0,0,76,348
"G2601390","1990",,,,,,,,,,"Ottawa","139",,"3","3000",,"9999","2","Michigan","26",,,,,"Ottawa County",152182,3670,14655,6359,3033,188,14,1046,6621
"G2601410","1990",,,,,,,,,,"Presque Isle","141",,"3","9999",,"9999","2","Michigan","26",,,,,"Presque Isle County",12284,242,668,238,118,6,4,38,145
"G2601430","1990",,,,,,,,,,"Roscommon","143",,"3","9999",,"9999","2","Michigan","26",,,,,"Roscommon County",16212,433,1538,861,231,4,0,73,424
"G2601450","1990",,,,,,,,,,"Saginaw","145",,"3","6960",,"9999","2","Michigan","26",,,,,"Saginaw County",173025,3473,10131,18192,2285,102,21,734,3983
"G2601470","1990",,,,,,,,,,"St Clair","147",,"3","2162",,"2160","2","Michigan","26",,,,,"St. Clair County",124107,2699,6186,5873,1750,24,8,1258,3702
"G2601490","1990",,,,,,,,,,"St Joseph","149",,"3","9999",,"9999","2","Michigan","26",,,,,"St. Joseph County",39850,1084,12740,3224,1038,44,2,155,776
"G2601510","1990",,,,,,,,,,"Sanilac","151",,"3","9999",,"9999","2","Michigan","26",,,,,"Sanilac County",35228,605,1362,1362,397,14,0,171,789
"G2601530","1990",,,,,,,,,,"Schoolcraft","153",,"3","9999",,"9999","2","Michigan","26",,,,,"Schoolcraft County",7034,101,733,216,85,0,0,33,100
"G2601550","1990",,,,,,,,,,"Shiawassee","155",,"3","9999",,"9999","2","Michigan","26",,,,,"Shiawassee County",60637,955,3360,2826,910,0,0,264,818
"G2601570","1990",,,,,,,,,,"Tuscola","157",,"3","9999",,"9999","2","Michigan","26",,,,,"Tuscola County",49696,632,1976,1843,501,16,0,208,626
"G2601590","1990",,,,,,,,,,"Van Buren","159",,"3","9999",,"9999","2","Michigan","26",,,,,"Van Buren County",48155,1111,11466,6623,912,17,0,343,1433
"G2601610","1990",,,,,,,,,,"Washtenaw","161",,"3","2162",,"0440","2","Michigan","26",,,,,"Washtenaw County",173277,19048,33287,27377,8047,248,37,2201,19415
"G2601630","1990",,,,,,,,,,"Wayne","163",,"3","2162",,"2160","2","Michigan","26",,,,,"Wayne County",1472097,65893,108769,331668,19012,2582,536,8794,102336
"G2601650","1990",,,,,,,,,,"Wexford","165",,"3","9999",,"9999","2","Michigan","26",,,,,"Wexford County",22453,485,1766,800,351,0,0,158,347
"G2700010","1990",,,,,,,,,,"Aitkin","001",,"4","9999",,"9999","2","Minnesota","27",,,,,"Aitkin County",9791,115,1870,198,296,0,2,58,95
"G2700030","1990",,,,,,,,,,"Anoka","003",,"4","5120",,"9999","2","Minnesota","27",,,,,"Anoka County",189495,3415,34129,4485,6586,56,27,1358,4090
"G2700050","1990",,,,,,,,,,"Becker","005",,"4","9999",,"9999","2","Minnesota","27",,,,,"Becker County",20703,237,5439,353,761,0,3,96,289
"G2700070","1990",,,,,,,,,,"Beltrami","007",,"4","9999",,"9999","2","Minnesota","27",,,,,"Beltrami County",26132,490,5106,659,1401,2,0,215,379
"G2700090","1990",,,,,,,,,,"Benton","009",,"4","6980",,"9999","2","Minnesota","27",,,,,"Benton County",25996,252,2557,340,686,0,6,151,197
"G2700110","1990",,,,,,,,,,"Big Stone","011",,"4","9999",,"9999","2","Minnesota","27",,,,,"Big Stone County",4979,32,1078,30,92,0,0,19,55
"G2700130","1990",,,,,,,,,,"Blue Earth","013",,"4","9999",,"9999","2","Minnesota","27",,,,,"Blue Earth County",42255,456,7689,933,1235,7,2,244,1223
"G2700150","1990",,,,,,,,,,"Brown","015",,"4","9999",,"9999","2","Minnesota","27",,,,,"Brown County",23565,122,2356,245,321,0,5,150,220
"G2700170","1990",,,,,,,,,,"Carlton","017",,"4","9999",,"9999","2","Minnesota","27",,,,,"Carlton County",24269,258,3090,542,694,2,3,100,301
"G2700190","1990",,,,,,,,,,"Carver","019",,"4","5120",,"9999","2","Minnesota","27",,,,,"Carver County",37568,807,6433,1061,1158,10,0,240,638
"G2700210","1990",,,,,,,,,,"Cass","021",,"4","9999",,"9999","2","Minnesota","27",,,,,"Cass County",16543,263,3741,315,621,2,2,83,221
"G2700230","1990",,,,,,,,,,"Chippewa","023",,"4","9999",,"9999","2","Minnesota","27",,,,,"Chippewa County",11236,42,1479,166,148,0,0,75,82
"G2700250","1990",,,,,,,,,,"Chisago","025",,"4","5120",,"9999","2","Minnesota","27",,,,,"Chisago County",23672,287,4918,517,728,0,5,140,254
"G2700270","1990",,,,,,,,,,"Clay","027",,"4","2520",,"9999","2","Minnesota","27",,,,,"Clay County",25302,312,20706,1213,1670,0,2,273,944
"G2700290","1990",,,,,,,,,,"Clearwater","029",,"4","9999",,"9999","2","Minnesota","27",,,,,"Clearwater County",6674,98,941,103,343,0,0,39,111
"G2700310","1990",,,,,,,,,,"Cook","031",,"4","9999",,"9999","2","Minnesota","27",,,,,"Cook County",2781,102,680,67,149,0,0,31,58
"G2700330","1990",,,,,,,,,,"Cottonwood","033",,"4","9999",,"9999","2","Minnesota","27",,,,,"Cottonwood County",10190,84,1923,147,151,0,0,43,156
"G2700350","1990",,,,,,,,,,"Crow Wing","035",,"4","9999",,"9999","2","Minnesota","27",,,,,"Crow Wing County",34484,379,6566,791,1432,0,0,179,418
"G2700370","1990",,,,,,,,,,"Dakota","037",,"4","5120",,"9999","2","Minnesota","27",,,,,"Dakota County",191270,7107,50958,8546,8662,152,43,2219,6270
"G2700390","1990",,,,,,,,,,"Dodge","039",,"4","9999",,"9999","2","Minnesota","27",,,,,"Dodge County",12469,187,2296,250,310,0,2,80,137
"G2700410","1990",,,,,,,,,,"Douglas","041",,"4","9999",,"9999","2","Minnesota","27",,,,,"Douglas County",23435,198,3853,336,522,0,2,133,195
"G2700430","1990",,,,,,,,,,"Faribault","043",,"4","9999",,"9999","2","Minnesota","27",,,,,"Faribault County",13598,54,2583,221,254,0,2,107,118
"G2700450","1990",,,,,,,,,,"Fillmore","045",,"4","9999",,"9999","2","Minnesota","27",,,,,"Fillmore County",15182,129,4703,250,244,0,0,133,136
"G2700470","1990",,,,,,,,,,"Freeborn","047",,"4","9999",,"9999","2","Minnesota","27",,,,,"Freeborn County",25532,258,5642,690,462,2,8,99,367
"G2700490","1990",,,,,,,,,,"Goodhue","049",,"4","9999",,"9999","2","Minnesota","27",,,,,"Goodhue County",32654,309,5696,689,845,0,0,204,293
"G2700510","1990",,,,,,,,,,"Grant","051",,"4","9999",,"9999","2","Minnesota","27",,,,,"Grant County",5258,18,740,69,117,0,0,24,20
"G2700530","1990",,,,,,,,,,"Hennepin","053",,"4","5120",,"9999","2","Minnesota","27",,,,,"Hennepin County",682989,30351,195142,39412,31700,473,166,8041,44157
"G2700550","1990",,,,,,,,,,"Houston","055",,"4","9999",,"9999","2","Minnesota","27",,,,,"Houston County",8274,120,9434,259,195,3,4,79,129
"G2700570","1990",,,,,,,,,,"Hubbard","057",,"4","9999",,"9999","2","Minnesota","27",,,,,"Hubbard County",10831,134,2872,290,599,0,0,73,140
"G2700590","1990",,,,,,,,,,"Isanti","059",,"4","5120",,"9999","2","Minnesota","27",,,,,"Isanti County",21593,206,2804,371,560,0,0,134,253
"G2700610","1990",,,,,,,,,,"Itasca","061",,"4","9999",,"9999","2","Minnesota","27",,,,,"Itasca County",32814,380,5082,770,1193,2,0,199,423
"G2700630","1990",,,,,,,,,,"Jackson","063",,"4","9999",,"9999","2","Minnesota","27",,,,,"Jackson County",8770,48,2407,141,98,5,0,26,182
"G2700650","1990",,,,,,,,,,"Kanabec","065",,"4","9999",,"9999","2","Minnesota","27",,,,,"Kanabec County",10485,72,1502,186,318,0,0,84,155
"G2700670","1990",,,,,,,,,,"Kandiyohi","067",,"4","9999",,"9999","2","Minnesota","27",,,,,"Kandiyohi County",31926,205,4207,1057,772,0,19,141,434
"G2700690","1990",,,,,,,,,,"Kittson","069",,"4","9999",,"9999","2","Minnesota","27",,,,,"Kittson County",4367,32,993,59,148,0,0,48,120
"G2700710","1990",,,,,,,,,,"Koochiching","071",,"4","9999",,"9999","2","Minnesota","27",,,,,"Koochiching County",11555,183,1914,689,505,0,0,575,878
"G2700730","1990",,,,,,,,,,"Lac Qui Parle","073",,"4","9999",,"9999","2","Minnesota","27",,,,,"Lac qui Parle County",7568,11,1096,63,96,0,0,34,56
"G2700750","1990",,,,,,,,,,"Lake","075",,"4","9999",,"9999","2","Minnesota","27",,,,,"Lake County",7901,210,1634,230,212,0,0,71,157
"G2700770","1990",,,,,,,,,,"Lake Of The Woods","077",,"4","9999",,"9999","2","Minnesota","27",,,,,"Lake of the Woods County",2944,42,721,123,152,0,0,37,57
"G2700790","1990",,,,,,,,,,"Le Sueur","079",,"4","9999",,"9999","2","Minnesota","27",,,,,"Le Sueur County",20304,126,2024,243,356,0,2,84,100
"G2700810","1990",,,,,,,,,,"Lincoln","081",,"4","9999",,"9999","2","Minnesota","27",,,,,"Lincoln County",5492,25,1166,39,88,0,0,25,55
"G2700830","1990",,,,,,,,,,"Lyon","083",,"4","9999",,"9999","2","Minnesota","27",,,,,"Lyon County",19313,178,4041,391,479,0,0,101,286
"G2700850","1990",,,,,,,,,,"McLeod","085",,"4","9999",,"9999","2","Minnesota","27",,,,,"McLeod County",28093,173,2517,438,396,0,4,76,333
"G2700870","1990",,,,,,,,,,"Mahnomen","087",,"4","9999",,"9999","2","Minnesota","27",,,,,"Mahnomen County",4240,18,615,42,90,0,0,8,31
"G2700890","1990",,,,,,,,,,"Marshall","089",,"4","9999",,"9999","2","Minnesota","27",,,,,"Marshall County",8364,71,2121,129,168,0,0,37,103
"G2700910","1990",,,,,,,,,,"Martin","091",,"4","9999",,"9999","2","Minnesota","27",,,,,"Martin County",17637,197,4014,382,405,0,0,119,160
"G2700930","1990",,,,,,,,,,"Meeker","093",,"4","9999",,"9999","2","Minnesota","27",,,,,"Meeker County",18185,109,1638,268,351,0,0,107,188
"G2700950","1990",,,,,,,,,,"Mille Lacs","095",,"4","9999",,"9999","2","Minnesota","27",,,,,"Mille Lacs County",15531,176,2074,238,397,0,0,78,176
"G2700970","1990",,,,,,,,,,"Morrison","097",,"4","9999",,"9999","2","Minnesota","27",,,,,"Morrison County",26281,99,2125,324,511,0,0,119,145
"G2700990","1990",,,,,,,,,,"Mower","099",,"4","9999",,"9999","2","Minnesota","27",,,,,"Mower County",27310,236,8102,590,698,0,0,99,350
"G2701010","1990",,,,,,,,,,"Murray","101",,"4","9999",,"9999","2","Minnesota","27",,,,,"Murray County",7948,40,1419,68,94,3,0,25,63
"G2701030","1990",,,,,,,,,,"Nicollet","103",,"4","9999",,"9999","2","Minnesota","27",,,,,"Nicollet County",22735,321,3616,399,575,0,6,154,270
"G2701050","1990",,,,,,,,,,"Nobles","105",,"4","9999",,"9999","2","Minnesota","27",,,,,"Nobles County",13922,95,4884,344,353,6,0,50,444
"G2701070","1990",,,,,,,,,,"Norman","107",,"4","9999",,"9999","2","Minnesota","27",,,,,"Norman County",5745,15,1899,95,132,0,0,29,60
"G2701090","1990",,,,,,,,,,"Olmsted","109",,"4","6820",,"9999","2","Minnesota","27",,,,,"Olmsted County",70580,2785,21962,3005,3247,43,16,596,4236
"G2701110","1990",,,,,,,,,,"Otter Tail","111",,"4","9999",,"9999","2","Minnesota","27",,,,,"Otter Tail County",39605,380,8079,653,1222,10,5,203,557
"G2701130","1990",,,,,,,,,,"Pennington","113",,"4","9999",,"9999","2","Minnesota","27",,,,,"Pennington County",10437,82,1972,221,356,0,0,97,141
"G2701150","1990",,,,,,,,,,"Pine","115",,"4","9999",,"9999","2","Minnesota","27",,,,,"Pine County",16245,354,3001,471,509,19,2,144,519
"G2701170","1990",,,,,,,,,,"Pipestone","117",,"4","9999",,"9999","2","Minnesota","27",,,,,"Pipestone County",7362,88,2652,142,123,0,0,20,104
"G2701190","1990",,,,,,,,,,"Polk","119",,"4","9999",,"9999","2","Minnesota","27",,,,,"Polk County",19991,239,10121,811,815,4,19,120,378
"G2701210","1990",,,,,,,,,,"Pope","121",,"4","9999",,"9999","2","Minnesota","27",,,,,"Pope County",9032,53,1278,94,202,2,0,19,65
"G2701230","1990",,,,,,,,,,"Ramsey","123",,"4","5120",,"9999","2","Minnesota","27",,,,,"Ramsey County",337631,10648,77170,15722,13222,231,102,3590,27449
"G2701250","1990",,,,,,,,,,"Red Lake","125",,"4","9999",,"9999","2","Minnesota","27",,,,,"Red Lake County",3781,13,525,86,70,0,0,14,36
"G2701270","1990",,,,,,,,,,"Redwood","127",,"4","9999",,"9999","2","Minnesota","27",,,,,"Redwood County",15176,68,1461,149,262,0,0,45,93
"G2701290","1990",,,,,,,,,,"Renville","129",,"4","9999",,"9999","2","Minnesota","27",,,,,"Renville County",15562,50,1447,224,182,0,3,90,115
"G2701310","1990",,,,,,,,,,"Rice","131",,"4","9999",,"9999","2","Minnesota","27",,,,,"Rice County",37879,1182,6392,1246,1429,6,0,376,673
"G2701330","1990",,,,,,,,,,"Rock","133",,"4","9999",,"9999","2","Minnesota","27",,,,,"Rock County",6289,42,3076,60,188,0,0,31,120
"G2701350","1990",,,,,,,,,,"Roseau","135",,"4","9999",,"9999","2","Minnesota","27",,,,,"Roseau County",12139,90,1841,166,422,0,0,99,269
"G2701370","1990",,,,,,,,,,"St Louis","137",,"4","2240",,"9999","2","Minnesota","27",,,,,"St. Louis County",157610,2833,24449,3631,4769,44,8,1036,3833
"G2701390","1990",,,,,,,,,,"Scott","139",,"4","5120",,"9999","2","Minnesota","27",,,,,"Scott County",45943,870,7423,1154,1609,3,6,298,540
"G2701410","1990",,,,,,,,,,"Sherburne","141",,"4","6980",,"9999","2","Minnesota","27",,,,,"Sherburne County",33687,534,5212,649,1353,2,5,164,339
"G2701430","1990",,,,,,,,,,"Sibley","143",,"4","9999",,"9999","2","Minnesota","27",,,,,"Sibley County",12892,65,881,164,198,0,0,62,104
"G2701450","1990",,,,,,,,,,"Stearns","145",,"4","6980",,"9999","2","Minnesota","27",,,,,"Stearns County",102463,961,10192,1551,2308,0,6,398,912
"G2701470","1990",,,,,,,,,,"Steele","147",,"4","9999",,"9999","2","Minnesota","27",,,,,"Steele County",24393,314,4158,731,626,13,0,196,298
"G2701490","1990",,,,,,,,,,"Stevens","149",,"4","9999",,"9999","2","Minnesota","27",,,,,"Stevens County",8712,64,1293,153,190,0,0,51,171
"G2701510","1990",,,,,,,,,,"Swift","151",,"4","9999",,"9999","2","Minnesota","27",,,,,"Swift County",9333,20,1059,98,119,2,0,35,58
"G2701530","1990",,,,,,,,,,"Todd","153",,"4","9999",,"9999","2","Minnesota","27",,,,,"Todd County",20005,179,2250,210,483,2,0,94,140
"G2701550","1990",,,,,,,,,,"Traverse","155",,"4","9999",,"9999","2","Minnesota","27",,,,,"Traverse County",3381,5,920,41,65,0,0,18,33
"G2701570","1990",,,,,,,,,,"Wabasha","157",,"4","9999",,"9999","2","Minnesota","27",,,,,"Wabasha County",16419,126,2428,275,293,0,3,48,152
"G2701590","1990",,,,,,,,,,"Wadena","159",,"4","9999",,"9999","2","Minnesota","27",,,,,"Wadena County",10600,120,1713,129,419,0,2,39,132
"G2701610","1990",,,,,,,,,,"Waseca","161",,"4","9999",,"9999","2","Minnesota","27",,,,,"Waseca County",15214,95,2103,181,329,0,0,87,70
"G2701630","1990",,,,,,,,,,"Washington","163",,"4","5120",,"9999","2","Minnesota","27",,,,,"Washington County",105527,3276,25287,3866,4035,45,22,1099,2739
"G2701650","1990",,,,,,,,,,"Watonwan","165",,"4","9999",,"9999","2","Minnesota","27",,,,,"Watonwan County",9626,37,1191,349,191,0,2,69,217
"G2701670","1990",,,,,,,,,,"Wilkin","167",,"4","9999",,"9999","2","Minnesota","27",,,,,"Wilkin County",5252,59,1802,144,177,0,0,36,46
"G2701690","1990",,,,,,,,,,"Winona","169",,"4","9999",,"9999","2","Minnesota","27",,,,,"Winona County",31256,634,13270,977,770,2,33,169,717
"G2701710","1990",,,,,,,,,,"Wright","171",,"4","5120",,"9999","2","Minnesota","27",,,,,"Wright County",58441,592,6563,896,1300,0,3,372,543
"G2701730","1990",,,,,,,,,,"Yellow Medicine","173",,"4","9999",,"9999","2","Minnesota","27",,,,,"Yellow Medicine County",9899,35,1335,112,181,0,0,54,68
"G2800010","1990",,,,,,,,,,"Adams","001",,"6","9999",,"9999","3","Mississippi","28",,,,,"Adams County",28638,193,827,5254,262,0,5,57,120
"G2800030","1990",,,,,,,,,,"Alcorn","003",,"6","9999",,"9999","3","Mississippi","28",,,,,"Alcorn County",23249,247,1343,6416,278,10,0,105,74
"G2800050","1990",,,,,,,,,,"Amite","005",,"6","9999",,"9999","3","Mississippi","28",,,,,"Amite County",11263,49,214,1693,74,0,0,2,33
"G2800070","1990",,,,,,,,,,"Attala","007",,"6","9999",,"9999","3","Mississippi","28",,,,,"Attala County",16448,101,689,1012,125,5,0,69,32
"G2800090","1990",,,,,,,,,,"Benton","009",,"6","9999",,"9999","3","Mississippi","28",,,,,"Benton County",5932,11,215,1837,41,0,0,10,0
"G2800110","1990",,,,,,,,,,"Bolivar","011",,"6","9999",,"9999","3","Mississippi","28",,,,,"Bolivar County",37079,236,1095,2965,289,0,10,57,144
"G2800130","1990",,,,,,,,,,"Calhoun","013",,"6","9999",,"9999","3","Mississippi","28",,,,,"Calhoun County",13172,46,405,1086,116,0,0,24,59
"G2800150","1990",,,,,,,,,,"Carroll","015",,"6","9999",,"9999","3","Mississippi","28",,,,,"Carroll County",8269,38,257,583,60,0,0,11,19
"G2800170","1990",,,,,,,,,,"Chickasaw","017",,"6","9999",,"9999","3","Mississippi","28",,,,,"Chickasaw County",16045,97,508,1198,144,0,0,13,80
"G2800190","1990",,,,,,,,,,"Choctaw","019",,"6","9999",,"9999","3","Mississippi","28",,,,,"Choctaw County",7914,96,246,739,40,13,0,19,4
"G2800210","1990",,,,,,,,,,"Claiborne","021",,"6","9999",,"9999","3","Mississippi","28",,,,,"Claiborne County",9971,126,519,586,69,0,0,30,69
"G2800230","1990",,,,,,,,,,"Clarke","023",,"6","9999",,"9999","3","Mississippi","28",,,,,"Clarke County",14442,179,514,1961,160,0,7,16,34
"G2800250","1990",,,,,,,,,,"Clay","025",,"6","9999",,"9999","3","Mississippi","28",,,,,"Clay County",18375,173,794,1394,237,0,0,34,113
"G2800270","1990",,,,,,,,,,"Coahoma","027",,"6","9999",,"9999","3","Mississippi","28",,,,,"Coahoma County",27643,181,1082,2415,207,0,0,35,102
"G2800290","1990",,,,,,,,,,"Copiah","029",,"6","9999",,"9999","3","Mississippi","28",,,,,"Copiah County",24097,232,742,2184,245,0,7,20,65
"G2800310","1990",,,,,,,,,,"Covington","031",,"6","9999",,"9999","3","Mississippi","28",,,,,"Covington County",14697,89,304,1162,168,7,0,76,24
"G2800330","1990",,,,,,,,,,"Desoto","033",,"6","4920",,"9999","3","Mississippi","28",,,,,"DeSoto County",21089,994,4163,39906,1233,6,11,206,302
"G2800350","1990",,,,,,,,,,"Forrest","035",,"6","9999",,"9999","3","Mississippi","28",,,,,"Forrest County",51775,950,2508,10391,1386,9,9,217,1069
"G2800370","1990",,,,,,,,,,"Franklin","037",,"6","9999",,"9999","3","Mississippi","28",,,,,"Franklin County",7510,22,68,736,29,0,0,4,8
"G2800390","1990",,,,,,,,,,"George","039",,"6","9999",,"9999","3","Mississippi","28",,,,,"George County",11895,98,268,4173,151,0,0,18,70
"G2800410","1990",,,,,,,,,,"Greene","041",,"6","9999",,"9999","3","Mississippi","28",,,,,"Greene County",8392,53,124,1489,109,0,0,13,40
"G2800430","1990",,,,,,,,,,"Grenada","043",,"6","9999",,"9999","3","Mississippi","28",,,,,"Grenada County",18436,208,758,1820,174,0,0,108,51
"G2800450","1990",,,,,,,,,,"Hancock","045",,"6","0920",,"9999","3","Mississippi","28",,,,,"Hancock County",15463,1073,2116,11765,621,18,15,153,536
"G2800470","1990",,,,,,,,,,"Harrison","047",,"6","0920",,"9999","3","Mississippi","28",,,,,"Harrison County",92885,7956,14155,36509,6238,213,85,2354,4970
"G2800490","1990",,,,,,,,,,"Hinds","049",,"6","3560",,"9999","3","Mississippi","28",,,,,"Hinds County",208163,2896,9368,28140,2638,16,24,681,2515
