GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,TRBL_SUBA,ANRCA,MSA_CMSAA,PMSAA,NECMAA,URB_AREAA,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,NAME,GI8001,GI8002,GI9001,GI9002,GI9003
GIS Join Match Code,Data File Year,Region Code,Division Code,State Name,State Code,County Name,County Code,County Subdivision Code,Place Code,Census Tract Code,Tribal Census Tract Code,Block Group Code,Tribal Block Group Code,Consolidated City Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,American Indian Reservation [excluding trust lands] Code,American Indian Reservation [trust lands only] Code,Tribal Subdivision Code,Alaska Native Regional Corporation Code,Metropolitan Statistical Area/Consolidated Metropolitan Statistical Area Code,Primary Metropolitan Statistical Area Code,New England County Metropolitan Area Code,Urban Area Code,Urban/Rural Code,Congressional District (106th) Code,Congressional District (108th) Code,Congressional District (109th) Code,3-Digit Zip Code Tabulation Area Code,5-Digit Zip Code Tabulation Area Code,Area Name-Legal/Statistical Area Description (LSAD) Term-Part Indicator,Native,Foreign born,Born in state of residence,Born in other state in the United States,Born outside the United States
"G2600990","2000","2","3","Michigan","26","Macomb","099",,,,,,,,,,,,,"2162","2160","9999",,,,,,,,"Macomb County",719142,69007,618636,95991,4515
"G2601010","2000","2","3","Michigan","26","Manistee","101",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Manistee County",24217,310,20101,4027,89
"G2601030","2000","2","3","Michigan","26","Marquette","103",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Marquette County",63697,937,51289,12009,399
"G2601050","2000","2","3","Michigan","26","Mason","105",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mason County",27818,456,22863,4906,49
"G2601070","2000","2","3","Michigan","26","Mecosta","107",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mecosta County",39772,781,33439,6158,175
"G2601090","2000","2","3","Michigan","26","Menominee","109",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Menominee County",25106,220,13861,11162,83
"G2601110","2000","2","3","Michigan","26","Midland","111",,,,,,,,,,,,,"6960","9999","9999",,,,,,,,"Midland County",80263,2611,64689,15092,482
"G2601130","2000","2","3","Michigan","26","Missaukee","113",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Missaukee County",14334,144,12807,1491,36
"G2601150","2000","2","3","Michigan","26","Monroe","115",,,,,,,,,,,,,"2162","2160","9999",,,,,,,,"Monroe County",143182,2763,84731,57889,562
"G2601170","2000","2","3","Michigan","26","Montcalm","117",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Montcalm County",60575,691,53538,6728,309
"G2601190","2000","2","3","Michigan","26","Montmorency","119",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Montmorency County",10177,138,8653,1482,42
"G2601210","2000","2","3","Michigan","26","Muskegon","121",,,,,,,,,,,,,"3000","9999","9999",,,,,,,,"Muskegon County",167041,3159,139552,26619,870
"G2601230","2000","2","3","Michigan","26","Newaygo","123",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Newaygo County",47022,852,40298,6476,248
"G2601250","2000","2","3","Michigan","26","Oakland","125",,,,,,,,,,,,,"2162","2160","9999",,,,,,,,"Oakland County",1074938,119218,831256,235561,8121
"G2601270","2000","2","3","Michigan","26","Oceana","127",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Oceana County",25704,1169,21001,4603,100
"G2601290","2000","2","3","Michigan","26","Ogemaw","129",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ogemaw County",21372,273,18761,2502,109
"G2601310","2000","2","3","Michigan","26","Ontonagon","131",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ontonagon County",7707,111,5947,1733,27
"G2601330","2000","2","3","Michigan","26","Osceola","133",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Osceola County",22922,275,19834,2983,105
"G2601350","2000","2","3","Michigan","26","Oscoda","135",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Oscoda County",9276,142,7779,1457,40
"G2601370","2000","2","3","Michigan","26","Otsego","137",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Otsego County",22934,367,19472,3331,131
"G2601390","2000","2","3","Michigan","26","Ottawa","139",,,,,,,,,,,,,"3000","9999","9999",,,,,,,,"Ottawa County",226647,11667,184712,40516,1419
"G2601410","2000","2","3","Michigan","26","Presque Isle","141",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Presque Isle County",14241,170,12873,1335,33
"G2601430","2000","2","3","Michigan","26","Roscommon","143",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Roscommon County",25041,428,21328,3572,141
"G2601450","2000","2","3","Michigan","26","Saginaw","145",,,,,,,,,,,,,"6960","9999","9999",,,,,,,,"Saginaw County",205749,4290,173751,31278,720
"G2601470","2000","2","3","Michigan","26","St Clair","147",,,,,,,,,,,,,"2162","2160","9999",,,,,,,,"St. Clair County",159782,4453,141062,17531,1189
"G2601490","2000","2","3","Michigan","26","St Joseph","149",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"St. Joseph County",60291,2131,41500,18406,385
"G2601510","2000","2","3","Michigan","26","Sanilac","151",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Sanilac County",43839,708,39485,4173,181
"G2601530","2000","2","3","Michigan","26","Schoolcraft","153",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Schoolcraft County",8811,92,7398,1381,32
"G2601550","2000","2","3","Michigan","26","Shiawassee","155",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Shiawassee County",70844,843,62883,7767,194
"G2601570","2000","2","3","Michigan","26","Tuscola","157",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Tuscola County",57633,633,52058,5353,222
"G2601590","2000","2","3","Michigan","26","Van Buren","159",,,,,,,,,,,,,"3720","9999","9999",,,,,,,,"Van Buren County",73560,2703,52648,20587,325
"G2601610","2000","2","3","Michigan","26","Washtenaw","161",,,,,,,,,,,,,"2162","0440","9999",,,,,,,,"Washtenaw County",289731,33164,194674,92087,2970
"G2601630","2000","2","3","Michigan","26","Wayne","163",,,,,,,,,,,,,"2162","2160","9999",,,,,,,,"Wayne County",1923393,137769,1492996,417306,13091
"G2601650","2000","2","3","Michigan","26","Wexford","165",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wexford County",29925,559,25615,4183,127
"G2700010","2000","2","4","Minnesota","27","Aitkin","001",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Aitkin County",15158,143,12239,2861,58
"G2700030","2000","2","4","Minnesota","27","Anoka","003",,,,,,,,,,,,,"5120","9999","9999",,,,,,,,"Anoka County",287313,10771,227454,58378,1481
"G2700050","2000","2","4","Minnesota","27","Becker","005",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Becker County",29691,309,21353,8240,98
"G2700070","2000","2","4","Minnesota","27","Beltrami","007",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Beltrami County",38937,713,30246,8418,273
"G2700090","2000","2","4","Minnesota","27","Benton","009",,,,,,,,,,,,,"6980","9999","9999",,,,,,,,"Benton County",33494,732,28858,4538,98
"G2700110","2000","2","4","Minnesota","27","Big Stone","011",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Big Stone County",5774,46,4545,1219,10
"G2700130","2000","2","4","Minnesota","27","Blue Earth","013",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Blue Earth County",54313,1628,43352,10754,207
"G2700150","2000","2","4","Minnesota","27","Brown","015",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Brown County",26572,339,22330,4172,70
"G2700170","2000","2","4","Minnesota","27","Carlton","017",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Carlton County",31172,499,25659,5347,166
"G2700190","2000","2","4","Minnesota","27","Carver","019",,,,,,,,,,,,,"5120","9999","9999",,,,,,,,"Carver County",67806,2399,50987,16474,345
"G2700210","2000","2","4","Minnesota","27","Cass","021",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cass County",26923,227,21064,5738,121
"G2700230","2000","2","4","Minnesota","27","Chippewa","023",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Chippewa County",12910,178,10860,2028,22
"G2700250","2000","2","4","Minnesota","27","Chisago","025",,,,,,,,,,,,,"5120","9999","9999",,,,,,,,"Chisago County",40623,478,31971,8480,172
"G2700270","2000","2","4","Minnesota","27","Clay","027",,,,,,,,,,,,,"2520","9999","9999",,,,,,,,"Clay County",49890,1339,22521,27083,286
"G2700290","2000","2","4","Minnesota","27","Clearwater","029",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Clearwater County",8344,79,6684,1626,34
"G2700310","2000","2","4","Minnesota","27","Cook","031",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cook County",5030,138,3595,1414,21
"G2700330","2000","2","4","Minnesota","27","Cottonwood","033",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cottonwood County",11895,272,9637,2236,22
"G2700350","2000","2","4","Minnesota","27","Crow Wing","035",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Crow Wing County",54444,655,43272,10976,196
"G2700370","2000","2","4","Minnesota","27","Dakota","037",,,,,,,,,,,,,"5120","9999","9999",,,,,,,,"Dakota County",337855,18049,237668,97525,2662
"G2700390","2000","2","4","Minnesota","27","Dodge","039",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Dodge County",17287,444,13542,3693,52
"G2700410","2000","2","4","Minnesota","27","Douglas","041",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Douglas County",32519,302,26440,5970,109
"G2700430","2000","2","4","Minnesota","27","Faribault","043",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Faribault County",15926,255,12778,3131,17
"G2700450","2000","2","4","Minnesota","27","Fillmore","045",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Fillmore County",20963,159,14889,5968,106
"G2700470","2000","2","4","Minnesota","27","Freeborn","047",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Freeborn County",31573,1011,24532,6912,129
"G2700490","2000","2","4","Minnesota","27","Goodhue","049",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Goodhue County",43615,512,34409,9040,166
"G2700510","2000","2","4","Minnesota","27","Grant","051",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Grant County",6247,42,5150,1071,26
"G2700530","2000","2","4","Minnesota","27","Hennepin","053",,,,,,,,,,,,,"5120","9999","9999",,,,,,,,"Hennepin County",1005704,110496,669610,328761,7333
"G2700550","2000","2","4","Minnesota","27","Houston","055",,,,,,,,,,,,,"3870","9999","9999",,,,,,,,"Houston County",19506,212,7205,12255,46
"G2700570","2000","2","4","Minnesota","27","Hubbard","057",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hubbard County",18166,210,13057,5044,65
"G2700590","2000","2","4","Minnesota","27","Isanti","059",,,,,,,,,,,,,"5120","9999","9999",,,,,,,,"Isanti County",30879,408,25722,5036,121
"G2700610","2000","2","4","Minnesota","27","Itasca","061",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Itasca County",43424,568,35399,7852,173
"G2700630","2000","2","4","Minnesota","27","Jackson","063",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jackson County",11104,164,8321,2755,28
"G2700650","2000","2","4","Minnesota","27","Kanabec","065",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Kanabec County",14860,136,12455,2328,77
"G2700670","2000","2","4","Minnesota","27","Kandiyohi","067",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Kandiyohi County",39656,1547,32135,7330,191
"G2700690","2000","2","4","Minnesota","27","Kittson","069",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Kittson County",5177,108,3726,1417,34
"G2700710","2000","2","4","Minnesota","27","Koochiching","071",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Koochiching County",13514,841,10428,2793,293
"G2700730","2000","2","4","Minnesota","27","Lac Qui Parle","073",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lac qui Parle County",7989,78,6669,1312,8
"G2700750","2000","2","4","Minnesota","27","Lake","075",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lake County",10869,189,8229,2605,35
"G2700770","2000","2","4","Minnesota","27","Lake Of The Woods","077",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lake of the Woods County",4390,132,3082,1263,45
"G2700790","2000","2","4","Minnesota","27","Le Sueur","079",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Le Sueur County",24967,459,21177,3737,53
"G2700810","2000","2","4","Minnesota","27","Lincoln","081",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lincoln County",6383,46,4909,1455,19
"G2700830","2000","2","4","Minnesota","27","Lyon","083",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lyon County",24275,1150,19119,5104,52
"G2700850","2000","2","4","Minnesota","27","McLeod","085",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"McLeod County",34114,784,29127,4884,103
"G2700870","2000","2","4","Minnesota","27","Mahnomen","087",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mahnomen County",5123,67,4249,863,11
"G2700890","2000","2","4","Minnesota","27","Marshall","089",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Marshall County",9965,190,7268,2652,45
"G2700910","2000","2","4","Minnesota","27","Martin","091",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Martin County",21504,298,16501,4950,53
"G2700930","2000","2","4","Minnesota","27","Meeker","093",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Meeker County",22458,186,19460,2949,49
"G2700950","2000","2","4","Minnesota","27","Mille Lacs","095",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mille Lacs County",22094,236,18663,3367,64
"G2700970","2000","2","4","Minnesota","27","Morrison","097",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Morrison County",31404,308,27661,3654,89
"G2700990","2000","2","4","Minnesota","27","Mower","099",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mower County",37210,1393,27268,9829,113
"G2701010","2000","2","4","Minnesota","27","Murray","101",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Murray County",9037,128,7257,1742,38
"G2701030","2000","2","4","Minnesota","27","Nicollet","103",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Nicollet County",28974,797,22887,5903,184
"G2701050","2000","2","4","Minnesota","27","Nobles","105",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Nobles County",18951,1881,12769,6113,69
"G2701070","2000","2","4","Minnesota","27","Norman","107",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Norman County",7304,138,4628,2648,28
"G2701090","2000","2","4","Minnesota","27","Olmsted","109",,,,,,,,,,,,,"6820","9999","9999",,,,,,,,"Olmsted County",114519,9758,75469,38352,698
"G2701110","2000","2","4","Minnesota","27","Otter Tail","111",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Otter Tail County",55993,1166,42502,13324,167
"G2701130","2000","2","4","Minnesota","27","Pennington","113",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pennington County",13360,224,10239,3048,73
"G2701150","2000","2","4","Minnesota","27","Pine","115",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pine County",26241,289,21203,4964,74
"G2701170","2000","2","4","Minnesota","27","Pipestone","117",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pipestone County",9757,138,6723,3022,12
"G2701190","2000","2","4","Minnesota","27","Polk","119",,,,,,,,,,,,,"2985","9999","9999",,,,,,,,"Polk County",30669,700,17918,12666,85
"G2701210","2000","2","4","Minnesota","27","Pope","121",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pope County",11131,105,9246,1855,30
"G2701230","2000","2","4","Minnesota","27","Ramsey","123",,,,,,,,,,,,,"5120","9999","9999",,,,,,,,"Ramsey County",456772,54263,328787,124427,3558
"G2701250","2000","2","4","Minnesota","27","Red Lake","125",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Red Lake County",4251,48,3580,651,20
"G2701270","2000","2","4","Minnesota","27","Redwood","127",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Redwood County",16696,119,14556,2092,48
"G2701290","2000","2","4","Minnesota","27","Renville","129",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Renville County",16802,352,14505,2233,64
"G2701310","2000","2","4","Minnesota","27","Rice","131",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Rice County",53968,2697,40511,13154,303
"G2701330","2000","2","4","Minnesota","27","Rock","133",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Rock County",9611,110,5740,3811,60
"G2701350","2000","2","4","Minnesota","27","Roseau","135",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Roseau County",15888,450,12888,2907,93
"G2701370","2000","2","4","Minnesota","27","St Louis","137",,,,,,,,,,,,,"2240","9999","9999",,,,,,,,"St. Louis County",196631,3897,158101,37532,998
"G2701390","2000","2","4","Minnesota","27","Scott","139",,,,,,,,,,,,,"5120","9999","9999",,,,,,,,"Scott County",85878,3620,65178,20317,383
"G2701410","2000","2","4","Minnesota","27","Sherburne","141",,,,,,,,,,,,,"5120","9999","9999",,,,,,,,"Sherburne County",63430,987,52544,10553,333
"G2701430","2000","2","4","Minnesota","27","Sibley","143",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Sibley County",14960,396,13058,1844,58
"G2701450","2000","2","4","Minnesota","27","Stearns","145",,,,,,,,,,,,,"6980","9999","9999",,,,,,,,"Stearns County",130018,3148,110682,18831,505
"G2701470","2000","2","4","Minnesota","27","Steele","147",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Steele County",32492,1188,25698,6591,203
"G2701490","2000","2","4","Minnesota","27","Stevens","149",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Stevens County",9882,171,7998,1829,55
"G2701510","2000","2","4","Minnesota","27","Swift","151",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Swift County",11810,146,9166,2569,75
"G2701530","2000","2","4","Minnesota","27","Todd","153",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Todd County",23976,450,20292,3613,71
"G2701550","2000","2","4","Minnesota","27","Traverse","155",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Traverse County",4105,29,3038,1063,4
"G2701570","2000","2","4","Minnesota","27","Wabasha","157",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wabasha County",21169,441,17214,3899,56
"G2701590","2000","2","4","Minnesota","27","Wadena","159",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wadena County",13580,133,11043,2490,47
"G2701610","2000","2","4","Minnesota","27","Waseca","161",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Waseca County",19265,261,15467,3733,65
"G2701630","2000","2","4","Minnesota","27","Washington","163",,,,,,,,,,,,,"5120","9999","9999",,,,,,,,"Washington County",194270,6860,144031,49278,961
"G2701650","2000","2","4","Minnesota","27","Watonwan","165",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Watonwan County",10927,949,8961,1923,43
"G2701670","2000","2","4","Minnesota","27","Wilkin","167",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wilkin County",7089,49,4751,2320,18
"G2701690","2000","2","4","Minnesota","27","Winona","169",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Winona County",48631,1354,32235,16202,194
"G2701710","2000","2","4","Minnesota","27","Wright","171",,,,,,,,,,,,,"5120","9999","9999",,,,,,,,"Wright County",89026,960,73963,14752,311
"G2701730","2000","2","4","Minnesota","27","Yellow Medicine","173",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Yellow Medicine County",10944,136,9219,1702,23
"G2800010","2000","3","6","Mississippi","28","Adams","001",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Adams County",33859,481,27736,5962,161
"G2800030","2000","3","6","Mississippi","28","Alcorn","003",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Alcorn County",34210,348,24735,9394,81
"G2800050","2000","3","6","Mississippi","28","Amite","005",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Amite County",13546,53,10600,2920,26
"G2800070","2000","3","6","Mississippi","28","Attala","007",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Attala County",19508,153,17177,2250,81
"G2800090","2000","3","6","Mississippi","28","Benton","009",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Benton County",7969,57,5850,2117,2
"G2800110","2000","3","6","Mississippi","28","Bolivar","011",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Bolivar County",40428,205,35616,4693,119
"G2800130","2000","3","6","Mississippi","28","Calhoun","013",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Calhoun County",14821,248,13122,1673,26
"G2800150","2000","3","6","Mississippi","28","Carroll","015",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Carroll County",10681,88,9177,1475,29
"G2800170","2000","3","6","Mississippi","28","Chickasaw","017",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Chickasaw County",19193,247,17245,1948,0
"G2800190","2000","3","6","Mississippi","28","Choctaw","019",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Choctaw County",9724,34,8358,1333,33
"G2800210","2000","3","6","Mississippi","28","Claiborne","021",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Claiborne County",11764,67,10475,1265,24
"G2800230","2000","3","6","Mississippi","28","Clarke","023",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Clarke County",17893,62,14995,2870,28
"G2800250","2000","3","6","Mississippi","28","Clay","025",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Clay County",21875,104,18767,3059,49
"G2800270","2000","3","6","Mississippi","28","Coahoma","027",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Coahoma County",30349,273,26307,3991,51
"G2800290","2000","3","6","Mississippi","28","Copiah","029",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Copiah County",28532,225,25225,3236,71
"G2800310","2000","3","6","Mississippi","28","Covington","031",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Covington County",19290,117,16830,2373,87
"G2800330","2000","3","6","Mississippi","28","Desoto","033",,,,,,,,,,,,,"4920","9999","9999",,,,,,,,"DeSoto County",105148,2051,28772,75770,606
"G2800350","2000","3","6","Mississippi","28","Forrest","035",,,,,,,,,,,,,"3285","9999","9999",,,,,,,,"Forrest County",71148,1456,54366,16301,481
"G2800370","2000","3","6","Mississippi","28","Franklin","037",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Franklin County",8421,27,7382,1037,2
"G2800390","2000","3","6","Mississippi","28","George","039",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"George County",18900,244,12472,6326,102
"G2800410","2000","3","6","Mississippi","28","Greene","041",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Greene County",13259,40,10370,2867,22
"G2800430","2000","3","6","Mississippi","28","Grenada","043",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Grenada County",23031,232,19750,3248,33
"G2800450","2000","3","6","Mississippi","28","Hancock","045",,,,,,,,,,,,,"0920","9999","9999",,,,,,,,"Hancock County",42378,589,19179,22967,232
"G2800470","2000","3","6","Mississippi","28","Harrison","047",,,,,,,,,,,,,"0920","9999","9999",,,,,,,,"Harrison County",182816,6785,102028,77882,2906
"G2800490","2000","3","6","Mississippi","28","Hinds","049",,,,,,,,,,,,,"3560","9999","9999",,,,,,,,"Hinds County",248118,2682,205961,41223,934
"G2800510","2000","3","6","Mississippi","28","Holmes","051",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Holmes County",21543,66,19140,2363,40
"G2800530","2000","3","6","Mississippi","28","Humphreys","053",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Humphreys County",11116,90,10471,630,15
"G2800550","2000","3","6","Mississippi","28","Issaquena","055",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Issaquena County",2270,4,1961,309,0
"G2800570","2000","3","6","Mississippi","28","Itawamba","057",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Itawamba County",22628,142,17177,5371,80
"G2800590","2000","3","6","Mississippi","28","Jackson","059",,,,,,,,,,,,,"0920","9999","9999",,,,,,,,"Jackson County",127936,3484,78151,48231,1554
"G2800610","2000","3","6","Mississippi","28","Jasper","061",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jasper County",18093,56,16010,2008,75
"G2800630","2000","3","6","Mississippi","28","Jefferson","063",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jefferson County",9714,26,8786,902,26
"G2800650","2000","3","6","Mississippi","28","Jefferson Davis","065",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jefferson Davis County",13922,40,12279,1625,18
"G2800670","2000","3","6","Mississippi","28","Jones","067",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jones County",63644,1314,53051,10319,274
"G2800690","2000","3","6","Mississippi","28","Kemper","069",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Kemper County",10408,45,9180,1203,25
"G2800710","2000","3","6","Mississippi","28","Lafayette","071",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lafayette County",37826,918,25107,12469,250
"G2800730","2000","3","6","Mississippi","28","Lamar","073",,,,,,,,,,,,,"3285","9999","9999",,,,,,,,"Lamar County",38646,424,28156,10271,219
"G2800750","2000","3","6","Mississippi","28","Lauderdale","075",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lauderdale County",77579,582,60002,17128,449
"G2800770","2000","3","6","Mississippi","28","Lawrence","077",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lawrence County",13178,80,10992,2150,36
"G2800790","2000","3","6","Mississippi","28","Leake","079",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Leake County",20649,291,18380,2246,23
"G2800810","2000","3","6","Mississippi","28","Lee","081",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lee County",74900,855,57127,17433,340
"G2800830","2000","3","6","Mississippi","28","Leflore","083",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Leflore County",37541,406,33763,3716,62
"G2800850","2000","3","6","Mississippi","28","Lincoln","085",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lincoln County",32960,206,27652,5250,58
"G2800870","2000","3","6","Mississippi","28","Lowndes","087",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lowndes County",60805,781,42970,17375,460
"G2800890","2000","3","6","Mississippi","28","Madison","089",,,,,,,,,,,,,"3560","9999","9999",,,,,,,,"Madison County",73434,1240,57158,15961,315
"G2800910","2000","3","6","Mississippi","28","Marion","091",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Marion County",25399,196,21252,4057,90
"G2800930","2000","3","6","Mississippi","28","Marshall","093",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Marshall County",34647,346,19637,14944,66
"G2800950","2000","3","6","Mississippi","28","Monroe","095",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Monroe County",37784,230,31393,6327,64
"G2800970","2000","3","6","Mississippi","28","Montgomery","097",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Montgomery County",12161,28,11046,1089,26
"G2800990","2000","3","6","Mississippi","28","Neshoba","099",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Neshoba County",28463,221,24718,3658,87
