GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,TRBL_SUBA,ANRCA,MSA_CMSAA,PMSAA,NECMAA,URB_AREAA,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,NAME,GI8001,GI8002,GI9001,GI9002,GI9003
GIS Join Match Code,Data File Year,Region Code,Division Code,State Name,State Code,County Name,County Code,County Subdivision Code,Place Code,Census Tract Code,Tribal Census Tract Code,Block Group Code,Tribal Block Group Code,Consolidated City Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,American Indian Reservation [excluding trust lands] Code,American Indian Reservation [trust lands only] Code,Tribal Subdivision Code,Alaska Native Regional Corporation Code,Metropolitan Statistical Area/Consolidated Metropolitan Statistical Area Code,Primary Metropolitan Statistical Area Code,New England County Metropolitan Area Code,Urban Area Code,Urban/Rural Code,Congressional District (106th) Code,Congressional District (108th) Code,Congressional District (109th) Code,3-Digit Zip Code Tabulation Area Code,5-Digit Zip Code Tabulation Area Code,Area Name-Legal/Statistical Area Description (LSAD) Term-Part Indicator,Native,Foreign born,Born in state of residence,Born in other state in the United States,Born outside the United States
"G2100390","2000","3","6","Kentucky","21","Carlisle","039",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Carlisle County",5342,9,3788,1549,5
"G2100410","2000","3","6","Kentucky","21","Carroll","041",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Carroll County",9967,188,6949,2981,37
"G2100430","2000","3","6","Kentucky","21","Carter","043",,,,,,,,,,,,,"3400","9999","9999",,,,,,,,"Carter County",26789,100,20646,6051,92
"G2100450","2000","3","6","Kentucky","21","Casey","045",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Casey County",15257,190,12581,2654,22
"G2100470","2000","3","6","Kentucky","21","Christian","047",,,,,,,,,,,,,"1660","9999","9999",,,,,,,,"Christian County",70475,1790,36949,31718,1808
"G2100490","2000","3","6","Kentucky","21","Clark","049",,,,,,,,,,,,,"4280","9999","9999",,,,,,,,"Clark County",32824,320,26812,5866,146
"G2100510","2000","3","6","Kentucky","21","Clay","051",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Clay County",24392,164,20659,3691,42
"G2100530","2000","3","6","Kentucky","21","Clinton","053",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Clinton County",9553,81,7406,2095,52
"G2100550","2000","3","6","Kentucky","21","Crittenden","055",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Crittenden County",9343,41,6853,2463,27
"G2100570","2000","3","6","Kentucky","21","Cumberland","057",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cumberland County",7128,19,5987,1107,34
"G2100590","2000","3","6","Kentucky","21","Daviess","059",,,,,,,,,,,,,"5990","9999","9999",,,,,,,,"Daviess County",90630,915,72578,17689,363
"G2100610","2000","3","6","Kentucky","21","Edmonson","061",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Edmonson County",11596,48,9849,1741,6
"G2100630","2000","3","6","Kentucky","21","Elliott","063",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Elliott County",6736,12,5845,884,7
"G2100650","2000","3","6","Kentucky","21","Estill","065",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Estill County",15267,40,13385,1882,0
"G2100670","2000","3","6","Kentucky","21","Fayette","067",,,,,,,,,,,,,"4280","9999","9999",,,,,,,,"Fayette County",245064,15448,165682,77584,1798
"G2100690","2000","3","6","Kentucky","21","Fleming","069",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Fleming County",13767,25,11807,1948,12
"G2100710","2000","3","6","Kentucky","21","Floyd","071",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Floyd County",42206,235,36538,5583,85
"G2100730","2000","3","6","Kentucky","21","Franklin","073",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Franklin County",46771,916,37882,8681,208
"G2100750","2000","3","6","Kentucky","21","Fulton","075",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Fulton County",7724,28,3904,3807,13
"G2100770","2000","3","6","Kentucky","21","Gallatin","077",,,,,,,,,,,,,"1642","1640","9999",,,,,,,,"Gallatin County",7842,28,5737,2071,34
"G2100790","2000","3","6","Kentucky","21","Garrard","079",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Garrard County",14555,237,11884,2652,19
"G2100810","2000","3","6","Kentucky","21","Grant","081",,,,,,,,,,,,,"1642","1640","9999",,,,,,,,"Grant County",22168,216,16589,5518,61
"G2100830","2000","3","6","Kentucky","21","Graves","083",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Graves County",36242,786,26541,9584,117
"G2100850","2000","3","6","Kentucky","21","Grayson","085",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Grayson County",23913,140,20772,3084,57
"G2100870","2000","3","6","Kentucky","21","Green","087",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Green County",11433,85,10003,1399,31
"G2100890","2000","3","6","Kentucky","21","Greenup","089",,,,,,,,,,,,,"3400","9999","9999",,,,,,,,"Greenup County",36673,218,22097,14487,89
"G2100910","2000","3","6","Kentucky","21","Hancock","091",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hancock County",8322,70,6361,1931,30
"G2100930","2000","3","6","Kentucky","21","Hardin","093",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hardin County",89907,4267,52024,34752,3131
"G2100950","2000","3","6","Kentucky","21","Harlan","095",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Harlan County",32996,206,28505,4413,78
"G2100970","2000","3","6","Kentucky","21","Harrison","097",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Harrison County",17770,213,15002,2721,47
"G2100990","2000","3","6","Kentucky","21","Hart","099",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hart County",17346,99,14431,2868,47
"G2101010","2000","3","6","Kentucky","21","Henderson","101",,,,,,,,,,,,,"2440","9999","9999",,,,,,,,"Henderson County",44354,475,32206,11971,177
"G2101030","2000","3","6","Kentucky","21","Henry","103",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Henry County",14851,209,12298,2484,69
"G2101050","2000","3","6","Kentucky","21","Hickman","105",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hickman County",5232,30,3423,1800,9
"G2101070","2000","3","6","Kentucky","21","Hopkins","107",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hopkins County",46254,265,37061,9060,133
"G2101090","2000","3","6","Kentucky","21","Jackson","109",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jackson County",13439,56,11480,1948,11
"G2101110","2000","3","6","Kentucky","21","Jefferson","111",,,,,,,,,,,,,"4520","9999","9999",,,,,,,,"Jefferson County",669709,23895,510210,155284,4215
"G2101130","2000","3","6","Kentucky","21","Jessamine","113",,,,,,,,,,,,,"4280","9999","9999",,,,,,,,"Jessamine County",38357,684,27096,11051,210
"G2101150","2000","3","6","Kentucky","21","Johnson","115",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Johnson County",23331,114,19397,3922,12
"G2101170","2000","3","6","Kentucky","21","Kenton","117",,,,,,,,,,,,,"1642","1640","9999",,,,,,,,"Kenton County",149082,2382,97492,50964,626
"G2101190","2000","3","6","Kentucky","21","Knott","119",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Knott County",17581,68,15566,1974,41
"G2101210","2000","3","6","Kentucky","21","Knox","121",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Knox County",31667,128,26815,4833,19
"G2101230","2000","3","6","Kentucky","21","Larue","123",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Larue County",13313,60,11387,1900,26
"G2101250","2000","3","6","Kentucky","21","Laurel","125",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Laurel County",52313,402,42472,9734,107
"G2101270","2000","3","6","Kentucky","21","Lawrence","127",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lawrence County",15546,23,11087,4437,22
"G2101290","2000","3","6","Kentucky","21","Lee","129",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lee County",7900,16,6605,1293,2
"G2101310","2000","3","6","Kentucky","21","Leslie","131",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Leslie County",12382,19,11437,945,0
"G2101330","2000","3","6","Kentucky","21","Letcher","133",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Letcher County",25185,92,21214,3946,25
"G2101350","2000","3","6","Kentucky","21","Lewis","135",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lewis County",14071,21,8598,5453,20
"G2101370","2000","3","6","Kentucky","21","Lincoln","137",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lincoln County",23203,158,19254,3920,29
"G2101390","2000","3","6","Kentucky","21","Livingston","139",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Livingston County",9788,16,7447,2297,44
"G2101410","2000","3","6","Kentucky","21","Logan","141",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Logan County",26354,219,19425,6854,75
"G2101430","2000","3","6","Kentucky","21","Lyon","143",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lyon County",8012,68,6168,1822,22
"G2101450","2000","3","6","Kentucky","21","McCracken","145",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"McCracken County",64908,606,43049,21619,240
"G2101470","2000","3","6","Kentucky","21","McCreary","147",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"McCreary County",16989,91,11936,5037,16
"G2101490","2000","3","6","Kentucky","21","McLean","149",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"McLean County",9869,69,8712,1128,29
"G2101510","2000","3","6","Kentucky","21","Madison","151",,,,,,,,,,,,,"4280","9999","9999",,,,,,,,"Madison County",69808,1064,52257,17272,279
"G2101530","2000","3","6","Kentucky","21","Magoffin","153",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Magoffin County",13308,24,11888,1402,18
"G2101550","2000","3","6","Kentucky","21","Marion","155",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Marion County",17987,225,16521,1449,17
"G2101570","2000","3","6","Kentucky","21","Marshall","157",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Marshall County",29869,256,20840,8924,105
"G2101590","2000","3","6","Kentucky","21","Martin","159",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Martin County",12569,9,9535,3026,8
"G2101610","2000","3","6","Kentucky","21","Mason","161",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mason County",16568,232,13313,3249,6
"G2101630","2000","3","6","Kentucky","21","Meade","163",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Meade County",25831,518,17164,7907,760
"G2101650","2000","3","6","Kentucky","21","Menifee","165",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Menifee County",6533,23,5319,1185,29
"G2101670","2000","3","6","Kentucky","21","Mercer","167",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mercer County",20454,363,17159,3273,22
"G2101690","2000","3","6","Kentucky","21","Metcalfe","169",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Metcalfe County",10019,18,8332,1668,19
"G2101710","2000","3","6","Kentucky","21","Monroe","171",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Monroe County",11593,163,9449,2080,64
"G2101730","2000","3","6","Kentucky","21","Montgomery","173",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Montgomery County",22448,106,18516,3869,63
"G2101750","2000","3","6","Kentucky","21","Morgan","175",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Morgan County",13857,91,11500,2332,25
"G2101770","2000","3","6","Kentucky","21","Muhlenberg","177",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Muhlenberg County",31728,111,26530,5166,32
"G2101790","2000","3","6","Kentucky","21","Nelson","179",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Nelson County",37025,452,32543,4398,84
"G2101810","2000","3","6","Kentucky","21","Nicholas","181",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Nicholas County",6782,31,6216,552,14
"G2101830","2000","3","6","Kentucky","21","Ohio","183",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ohio County",22760,156,19289,3418,53
"G2101850","2000","3","6","Kentucky","21","Oldham","185",,,,,,,,,,,,,"4520","9999","9999",,,,,,,,"Oldham County",45438,740,29699,15389,350
"G2101870","2000","3","6","Kentucky","21","Owen","187",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Owen County",10477,70,8469,1983,25
"G2101890","2000","3","6","Kentucky","21","Owsley","189",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Owsley County",4853,5,4257,590,6
"G2101910","2000","3","6","Kentucky","21","Pendleton","191",,,,,,,,,,,,,"1642","1640","9999",,,,,,,,"Pendleton County",14311,79,11769,2493,49
"G2101930","2000","3","6","Kentucky","21","Perry","193",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Perry County",29212,178,25965,3220,27
"G2101950","2000","3","6","Kentucky","21","Pike","195",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pike County",68452,284,54474,13852,126
"G2101970","2000","3","6","Kentucky","21","Powell","197",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Powell County",13204,33,11274,1916,14
"G2101990","2000","3","6","Kentucky","21","Pulaski","199",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pulaski County",55790,427,44073,11605,112
"G2102010","2000","3","6","Kentucky","21","Robertson","201",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Robertson County",2255,11,1972,281,2
"G2102030","2000","3","6","Kentucky","21","Rockcastle","203",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Rockcastle County",16578,4,14300,2266,12
"G2102050","2000","3","6","Kentucky","21","Rowan","205",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Rowan County",21776,318,16253,5482,41
"G2102070","2000","3","6","Kentucky","21","Russell","207",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Russell County",16152,163,13000,3128,24
"G2102090","2000","3","6","Kentucky","21","Scott","209",,,,,,,,,,,,,"4280","9999","9999",,,,,,,,"Scott County",32430,631,24424,7853,153
"G2102110","2000","3","6","Kentucky","21","Shelby","211",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Shelby County",32053,1284,25865,6034,154
"G2102130","2000","3","6","Kentucky","21","Simpson","213",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Simpson County",16210,195,11082,5092,36
"G2102150","2000","3","6","Kentucky","21","Spencer","215",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Spencer County",11626,140,9689,1879,58
"G2102170","2000","3","6","Kentucky","21","Taylor","217",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Taylor County",22630,297,18994,3578,58
"G2102190","2000","3","6","Kentucky","21","Todd","219",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Todd County",11814,157,7619,4132,63
"G2102210","2000","3","6","Kentucky","21","Trigg","221",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Trigg County",12492,105,8170,4210,112
"G2102230","2000","3","6","Kentucky","21","Trimble","223",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Trimble County",8032,93,5242,2766,24
"G2102250","2000","3","6","Kentucky","21","Union","225",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Union County",15425,212,11328,4029,68
"G2102270","2000","3","6","Kentucky","21","Warren","227",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Warren County",88567,3955,61098,26968,501
"G2102290","2000","3","6","Kentucky","21","Washington","229",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Washington County",10840,76,9546,1261,33
"G2102310","2000","3","6","Kentucky","21","Wayne","231",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wayne County",19664,259,16396,3245,23
"G2102330","2000","3","6","Kentucky","21","Webster","233",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Webster County",13848,272,11000,2823,25
"G2102350","2000","3","6","Kentucky","21","Whitley","235",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Whitley County",35609,256,24405,11066,138
"G2102370","2000","3","6","Kentucky","21","Wolfe","237",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wolfe County",7016,49,5994,1022,0
"G2102390","2000","3","6","Kentucky","21","Woodford","239",,,,,,,,,,,,,"4280","9999","9999",,,,,,,,"Woodford County",22591,617,16555,5944,92
"G2200010","2000","3","7","Louisiana","22","Acadia","001",,,,,,,,,,,,,"3880","9999","9999",,,,,,,,"Acadia Parish",58603,258,53613,4904,86
"G2200030","2000","3","7","Louisiana","22","Allen","003",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Allen Parish",25292,148,20568,4686,38
"G2200050","2000","3","7","Louisiana","22","Ascension","005",,,,,,,,,,,,,"0760","9999","9999",,,,,,,,"Ascension Parish",75224,1403,62951,12027,246
"G2200070","2000","3","7","Louisiana","22","Assumption","007",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Assumption Parish",23197,191,22222,931,44
"G2200090","2000","3","7","Louisiana","22","Avoyelles","009",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Avoyelles Parish",41258,223,37736,3431,91
"G2200110","2000","3","7","Louisiana","22","Beauregard","011",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Beauregard Parish",32621,365,23954,8088,579
"G2200130","2000","3","7","Louisiana","22","Bienville","013",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Bienville Parish",15688,64,13718,1927,43
"G2200150","2000","3","7","Louisiana","22","Bossier","015",,,,,,,,,,,,,"7680","9999","9999",,,,,,,,"Bossier Parish",95867,2443,58024,36143,1700
"G2200170","2000","3","7","Louisiana","22","Caddo","017",,,,,,,,,,,,,"7680","9999","9999",,,,,,,,"Caddo Parish",248380,3781,188483,58562,1335
"G2200190","2000","3","7","Louisiana","22","Calcasieu","019",,,,,,,,,,,,,"3960","9999","9999",,,,,,,,"Calcasieu Parish",181057,2520,144159,35848,1050
"G2200210","2000","3","7","Louisiana","22","Caldwell","021",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Caldwell Parish",10492,68,8867,1600,25
"G2200230","2000","3","7","Louisiana","22","Cameron","023",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cameron Parish",9835,156,8296,1510,29
"G2200250","2000","3","7","Louisiana","22","Catahoula","025",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Catahoula Parish",10911,9,8639,2235,37
"G2200270","2000","3","7","Louisiana","22","Claiborne","027",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Claiborne Parish",16791,60,13798,2953,40
"G2200290","2000","3","7","Louisiana","22","Concordia","029",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Concordia Parish",19988,259,11640,8309,39
"G2200310","2000","3","7","Louisiana","22","De Soto","031",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"De Soto Parish",25247,247,20646,4527,74
"G2200330","2000","3","7","Louisiana","22","East Baton Rouge","033",,,,,,,,,,,,,"0760","9999","9999",,,,,,,,"East Baton Rouge Parish",397378,15474,313707,81343,2328
"G2200350","2000","3","7","Louisiana","22","East Carroll","035",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"East Carroll Parish",9338,83,6846,2429,63
"G2200370","2000","3","7","Louisiana","22","East Feliciana","037",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"East Feliciana Parish",21239,121,17868,3310,61
"G2200390","2000","3","7","Louisiana","22","Evangeline","039",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Evangeline Parish",35210,224,33192,1971,47
"G2200410","2000","3","7","Louisiana","22","Franklin","041",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Franklin Parish",21136,127,18122,2987,27
"G2200430","2000","3","7","Louisiana","22","Grant","043",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Grant Parish",18598,100,15516,3037,45
"G2200450","2000","3","7","Louisiana","22","Iberia","045",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Iberia Parish",71782,1484,65410,6225,147
"G2200470","2000","3","7","Louisiana","22","Iberville","047",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Iberville Parish",33092,228,30672,2366,54
"G2200490","2000","3","7","Louisiana","22","Jackson","049",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jackson Parish",15328,69,13492,1788,48
"G2200510","2000","3","7","Louisiana","22","Jefferson","051",,,,,,,,,,,,,"5560","9999","9999",,,,,,,,"Jefferson Parish",421404,34062,345683,72476,3245
"G2200530","2000","3","7","Louisiana","22","Jefferson Davis","053",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jefferson Davis Parish",31254,181,28348,2823,83
"G2200550","2000","3","7","Louisiana","22","Lafayette","055",,,,,,,,,,,,,"3880","9999","9999",,,,,,,,"Lafayette Parish",185740,4763,154059,30545,1136
"G2200570","2000","3","7","Louisiana","22","Lafourche","057",,,,,,,,,,,,,"3350","9999","9999",,,,,,,,"Lafourche Parish",88638,1336,81623,6654,361
"G2200590","2000","3","7","Louisiana","22","La Salle","059",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"La Salle Parish",14191,91,12254,1916,21
"G2200610","2000","3","7","Louisiana","22","Lincoln","061",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lincoln Parish",41609,900,31935,9508,166
"G2200630","2000","3","7","Louisiana","22","Livingston","063",,,,,,,,,,,,,"0760","9999","9999",,,,,,,,"Livingston Parish",91112,702,72675,18014,423
"G2200650","2000","3","7","Louisiana","22","Madison","065",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Madison Parish",13665,63,9012,4621,32
"G2200670","2000","3","7","Louisiana","22","Morehouse","067",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Morehouse Parish",30911,110,25482,5336,93
"G2200690","2000","3","7","Louisiana","22","Natchitoches","069",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Natchitoches Parish",38510,570,32228,6055,227
"G2200710","2000","3","7","Louisiana","22","Orleans","071",,,,,,,,,,,,,"5560","9999","9999",,,,,,,,"Orleans Parish",464093,20581,375107,86018,2968
"G2200730","2000","3","7","Louisiana","22","Ouachita","073",,,,,,,,,,,,,"5200","9999","9999",,,,,,,,"Ouachita Parish",145763,1487,117382,27743,638
"G2200750","2000","3","7","Louisiana","22","Plaquemines","075",,,,,,,,,,,,,"5560","9999","9999",,,,,,,,"Plaquemines Parish",26014,743,21631,4272,111
"G2200770","2000","3","7","Louisiana","22","Pointe Coupee","077",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pointe Coupee Parish",22565,198,20948,1583,34
"G2200790","2000","3","7","Louisiana","22","Rapides","079",,,,,,,,,,,,,"0220","9999","9999",,,,,,,,"Rapides Parish",124368,1969,101844,21601,923
"G2200810","2000","3","7","Louisiana","22","Red River","081",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Red River Parish",9579,43,8614,936,29
"G2200830","2000","3","7","Louisiana","22","Richland","083",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Richland Parish",20874,107,18107,2725,42
"G2200850","2000","3","7","Louisiana","22","Sabine","085",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Sabine Parish",23232,227,18817,4319,96
"G2200870","2000","3","7","Louisiana","22","St Bernard","087",,,,,,,,,,,,,"5560","9999","9999",,,,,,,,"St. Bernard Parish",65210,2019,57887,7069,254
"G2200890","2000","3","7","Louisiana","22","St Charles","089",,,,,,,,,,,,,"5560","9999","9999",,,,,,,,"St. Charles Parish",46880,1192,39366,7203,311
"G2200910","2000","3","7","Louisiana","22","St Helena","091",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"St. Helena Parish",10498,27,9246,1237,15
"G2200930","2000","3","7","Louisiana","22","St James","093",,,,,,,,,,,,,"5560","9999","9999",,,,,,,,"St. James Parish",21172,44,20475,668,29
"G2200950","2000","3","7","Louisiana","22","St John The Baptist","095",,,,,,,,,,,,,"5560","9999","9999",,,,,,,,"St. John the Baptist Parish",42044,1000,36222,5600,222
"G2200970","2000","3","7","Louisiana","22","St Landry","097",,,,,,,,,,,,,"3880","9999","9999",,,,,,,,"St. Landry Parish",87245,455,81216,5868,161
"G2200990","2000","3","7","Louisiana","22","St Martin","099",,,,,,,,,,,,,"3880","9999","9999",,,,,,,,"St. Martin Parish",48131,452,45066,2914,151
"G2201010","2000","3","7","Louisiana","22","St Mary","101",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"St. Mary Parish",52423,1077,45829,6390,204
"G2201030","2000","3","7","Louisiana","22","St Tammany","103",,,,,,,,,,,,,"5560","9999","9999",,,,,,,,"St. Tammany Parish",186740,4528,129412,55633,1695
